CMDLINE C:\Users\Usuario\AppData\Local\Microsoft\WindowsApps\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\python.exe julia_set_memory_profiling.py
MEM 135.320312 1712633051.0148
MEM 135.320312 1712633051.1154
MEM 135.320312 1712633051.2158
MEM 135.320312 1712633051.3160
MEM 135.320312 1712633051.4163
MEM 135.320312 1712633051.5167
MEM 135.320312 1712633051.6170
MEM 135.320312 1712633051.7176
MEM 135.320312 1712633051.8179
MEM 135.320312 1712633051.9183
MEM 135.320312 1712633052.0185
MEM 135.320312 1712633052.1188
MEM 135.320312 1712633052.2194
MEM 135.320312 1712633052.3198
MEM 135.320312 1712633052.4204
MEM 135.320312 1712633052.5206
MEM 135.324219 1712633052.6211
MEM 135.324219 1712633052.7217
MEM 135.324219 1712633052.8222
MEM 135.324219 1712633052.9225
MEM 135.324219 1712633053.0229
MEM 135.324219 1712633053.1231
MEM 135.324219 1712633053.2237
MEM 135.324219 1712633053.3242
MEM 135.324219 1712633053.4248
MEM 135.324219 1712633053.5252
MEM 135.324219 1712633053.6258
MEM 135.324219 1712633053.7261
MEM 135.324219 1712633053.8264
MEM 135.324219 1712633053.9269
MEM 135.324219 1712633054.0270
MEM 135.324219 1712633054.1273
MEM 135.324219 1712633054.2278
MEM 135.324219 1712633054.3281
MEM 135.324219 1712633054.4285
MEM 135.324219 1712633054.5288
MEM 135.324219 1712633054.6290
MEM 135.328125 1712633054.7292
MEM 135.328125 1712633054.8296
MEM 135.328125 1712633054.9322
MEM 135.328125 1712633055.0334
MEM 135.328125 1712633055.1337
MEM 135.328125 1712633055.2341
MEM 135.328125 1712633055.3343
MEM 135.328125 1712633055.4346
MEM 135.328125 1712633055.5349
MEM 135.328125 1712633055.6352
MEM 135.328125 1712633055.7358
MEM 135.328125 1712633055.8360
MEM 135.328125 1712633055.9362
MEM 135.328125 1712633056.0364
MEM 135.328125 1712633056.1368
MEM 135.328125 1712633056.2371
MEM 135.328125 1712633056.3377
MEM 135.328125 1712633056.4381
MEM 135.328125 1712633056.5385
MEM 135.332031 1712633056.6388
MEM 135.332031 1712633056.7392
MEM 135.332031 1712633056.8394
MEM 135.332031 1712633056.9399
MEM 135.332031 1712633057.0405
MEM 135.332031 1712633057.1410
MEM 135.332031 1712633057.2415
MEM 135.332031 1712633057.3417
MEM 135.332031 1712633057.4422
MEM 135.332031 1712633057.5425
MEM 135.332031 1712633057.6429
MEM 135.332031 1712633057.7431
MEM 135.332031 1712633057.8435
MEM 135.332031 1712633057.9437
MEM 135.332031 1712633058.0441
MEM 135.332031 1712633058.1446
MEM 135.332031 1712633058.2448
MEM 135.332031 1712633058.3454
MEM 135.332031 1712633058.4456
MEM 135.332031 1712633058.5458
MEM 135.335938 1712633058.6461
MEM 135.335938 1712633058.7467
MEM 135.335938 1712633058.8473
MEM 135.335938 1712633058.9478
MEM 135.335938 1712633059.0481
MEM 135.335938 1712633059.1488
MEM 135.335938 1712633059.2491
MEM 135.335938 1712633059.3495
MEM 135.335938 1712633059.4499
MEM 135.335938 1712633059.5503
MEM 135.335938 1712633059.6508
MEM 135.335938 1712633059.7514
MEM 135.335938 1712633059.8517
MEM 135.335938 1712633059.9523
MEM 135.335938 1712633060.0529
MEM 135.335938 1712633060.1531
MEM 135.335938 1712633060.2536
MEM 135.335938 1712633060.3539
MEM 135.339844 1712633060.4540
MEM 135.339844 1712633060.5541
MEM 135.339844 1712633060.6543
MEM 135.339844 1712633060.7546
MEM 135.339844 1712633060.8550
MEM 135.339844 1712633060.9553
MEM 135.339844 1712633061.0557
MEM 135.339844 1712633061.1559
MEM 135.339844 1712633061.2566
MEM 135.339844 1712633061.3568
MEM 135.339844 1712633061.4572
MEM 135.339844 1712633061.5577
MEM 135.339844 1712633061.6581
MEM 135.339844 1712633061.7586
MEM 135.339844 1712633061.8589
MEM 135.339844 1712633061.9594
MEM 135.339844 1712633062.0597
MEM 135.339844 1712633062.1600
MEM 135.339844 1712633062.2607
MEM 135.339844 1712633062.3613
MEM 135.343750 1712633062.4618
MEM 135.343750 1712633062.5623
MEM 135.343750 1712633062.6625
MEM 135.343750 1712633062.7630
MEM 135.343750 1712633062.8635
MEM 135.343750 1712633062.9637
MEM 135.343750 1712633063.0640
MEM 135.343750 1712633063.1642
MEM 135.343750 1712633063.2646
MEM 135.343750 1712633063.3649
MEM 135.343750 1712633063.4650
MEM 135.343750 1712633063.5656
MEM 135.343750 1712633063.6662
MEM 135.343750 1712633063.7667
MEM 135.343750 1712633063.8669
MEM 135.343750 1712633063.9672
MEM 135.343750 1712633064.0674
MEM 135.343750 1712633064.1676
MEM 135.343750 1712633064.2679
MEM 135.347656 1712633064.3683
MEM 135.347656 1712633064.4688
MEM 135.347656 1712633064.5695
MEM 135.347656 1712633064.6698
MEM 135.347656 1712633064.7704
MEM 135.347656 1712633064.8709
MEM 135.347656 1712633064.9713
MEM 135.347656 1712633065.0719
MEM 135.347656 1712633065.1726
MEM 135.347656 1712633065.2730
MEM 135.347656 1712633065.3732
MEM 135.347656 1712633065.4737
MEM 135.347656 1712633065.5739
MEM 135.347656 1712633065.6745
MEM 135.347656 1712633065.7746
MEM 135.347656 1712633065.8751
MEM 135.347656 1712633065.9755
MEM 135.347656 1712633066.0761
MEM 135.347656 1712633066.1763
MEM 135.347656 1712633066.2767
MEM 135.351562 1712633066.3770
MEM 135.351562 1712633066.4776
MEM 135.351562 1712633066.5782
MEM 135.351562 1712633066.6787
MEM 135.351562 1712633066.7788
MEM 135.351562 1712633066.8793
MEM 135.351562 1712633066.9796
MEM 135.351562 1712633067.0799
MEM 135.351562 1712633067.1804
MEM 135.351562 1712633067.2809
MEM 135.351562 1712633067.3811
MEM 135.351562 1712633067.4816
MEM 135.351562 1712633067.5818
MEM 135.351562 1712633067.6822
MEM 135.351562 1712633067.7824
MEM 135.351562 1712633067.8826
MEM 135.351562 1712633067.9829
MEM 135.351562 1712633068.0833
MEM 135.351562 1712633068.1834
MEM 135.355469 1712633068.2839
MEM 135.355469 1712633068.3843
MEM 135.355469 1712633068.4844
MEM 135.355469 1712633068.5847
MEM 135.355469 1712633068.6849
MEM 135.355469 1712633068.7855
MEM 135.355469 1712633068.8858
MEM 135.355469 1712633068.9864
MEM 135.355469 1712633069.0871
MEM 135.355469 1712633069.1874
MEM 135.355469 1712633069.2876
MEM 135.355469 1712633069.3878
MEM 135.355469 1712633069.4880
MEM 135.355469 1712633069.5887
MEM 135.355469 1712633069.6893
MEM 135.355469 1712633069.7897
MEM 135.355469 1712633069.8899
MEM 135.355469 1712633069.9905
MEM 135.355469 1712633070.0907
MEM 135.355469 1712633070.1911
MEM 135.355469 1712633070.2914
MEM 135.359375 1712633070.3917
MEM 135.359375 1712633070.4922
MEM 135.359375 1712633070.5925
MEM 135.359375 1712633070.6927
MEM 135.359375 1712633070.7930
MEM 135.359375 1712633070.8934
MEM 135.359375 1712633070.9936
MEM 135.359375 1712633071.0940
MEM 135.359375 1712633071.1943
MEM 135.359375 1712633071.2945
MEM 135.359375 1712633071.3951
MEM 135.359375 1712633071.4955
MEM 135.359375 1712633071.5960
MEM 135.359375 1712633071.6965
MEM 135.359375 1712633071.7970
MEM 135.359375 1712633071.8973
MEM 135.359375 1712633071.9979
MEM 135.359375 1712633072.0983
MEM 135.359375 1712633072.1989
MEM 135.359375 1712633072.2991
MEM 135.363281 1712633072.3996
MEM 135.363281 1712633072.5000
MEM 135.363281 1712633072.6003
MEM 135.363281 1712633072.7005
MEM 135.363281 1712633072.8008
MEM 135.363281 1712633072.9012
MEM 135.363281 1712633073.0015
MEM 135.363281 1712633073.1021
MEM 135.363281 1712633073.2026
MEM 135.363281 1712633073.3029
MEM 135.363281 1712633073.4033
MEM 135.363281 1712633073.5035
MEM 135.363281 1712633073.6038
MEM 135.363281 1712633073.7045
MEM 135.363281 1712633073.8047
MEM 135.363281 1712633073.9048
MEM 135.363281 1712633074.0054
MEM 135.363281 1712633074.1056
MEM 135.363281 1712633074.2060
MEM 135.363281 1712633074.3062
MEM 135.367188 1712633074.4064
MEM 135.367188 1712633074.5067
MEM 135.367188 1712633074.6069
MEM 135.367188 1712633074.7071
MEM 135.367188 1712633074.8075
MEM 135.367188 1712633074.9077
MEM 135.367188 1712633075.0079
MEM 135.367188 1712633075.1084
MEM 135.367188 1712633075.2086
MEM 135.367188 1712633075.3089
MEM 135.367188 1712633075.4093
MEM 135.367188 1712633075.5097
MEM 135.367188 1712633075.6100
MEM 135.367188 1712633075.7104
MEM 135.367188 1712633075.8109
MEM 135.367188 1712633075.9112
MEM 135.367188 1712633076.0116
MEM 135.367188 1712633076.1118
MEM 135.367188 1712633076.2123
MEM 135.371094 1712633076.3127
MEM 135.371094 1712633076.4132
MEM 135.371094 1712633076.5139
MEM 135.371094 1712633076.6143
MEM 135.371094 1712633076.7145
MEM 135.371094 1712633076.8148
MEM 135.371094 1712633076.9151
MEM 135.371094 1712633077.0153
MEM 135.371094 1712633077.1155
MEM 135.371094 1712633077.2157
MEM 135.371094 1712633077.3159
MEM 135.371094 1712633077.4161
MEM 135.371094 1712633077.5168
MEM 135.371094 1712633077.6174
MEM 135.371094 1712633077.7179
MEM 135.371094 1712633077.8183
MEM 135.371094 1712633077.9186
MEM 135.371094 1712633078.0190
MEM 135.371094 1712633078.1194
MEM 135.375000 1712633078.2200
MEM 135.375000 1712633078.3203
MEM 135.375000 1712633078.4208
MEM 135.375000 1712633078.5211
MEM 135.375000 1712633078.6213
MEM 135.375000 1712633078.7217
MEM 135.375000 1712633078.8223
MEM 135.375000 1712633078.9226
MEM 135.375000 1712633079.0232
MEM 135.375000 1712633079.1237
MEM 135.375000 1712633079.2240
MEM 135.375000 1712633079.3246
MEM 135.375000 1712633079.4248
MEM 135.375000 1712633079.5253
MEM 135.375000 1712633079.6257
MEM 135.375000 1712633079.7263
MEM 135.375000 1712633079.8268
MEM 135.375000 1712633079.9272
MEM 135.375000 1712633080.0273
MEM 135.375000 1712633080.1278
MEM 135.378906 1712633080.2281
MEM 135.378906 1712633080.3286
MEM 135.378906 1712633080.4292
MEM 135.378906 1712633080.5298
MEM 135.378906 1712633080.6302
MEM 135.378906 1712633080.7307
MEM 135.378906 1712633080.8309
MEM 135.378906 1712633080.9312
MEM 135.378906 1712633081.0315
MEM 135.378906 1712633081.1321
MEM 135.378906 1712633081.2326
MEM 135.378906 1712633081.3329
MEM 135.378906 1712633081.4333
MEM 135.378906 1712633081.5335
MEM 135.378906 1712633081.6337
MEM 135.378906 1712633081.7339
MEM 135.378906 1712633081.8345
MEM 135.378906 1712633081.9350
MEM 135.378906 1712633082.0355
MEM 135.378906 1712633082.1356
MEM 135.441406 1712633082.2361
MEM 135.441406 1712633082.3367
MEM 135.441406 1712633082.4371
MEM 135.441406 1712633082.5372
MEM 135.441406 1712633082.6374
MEM 135.441406 1712633082.7379
MEM 135.441406 1712633082.8383
MEM 135.441406 1712633082.9385
MEM 135.441406 1712633083.0387
MEM 135.441406 1712633083.1389
MEM 135.441406 1712633083.2395
MEM 135.441406 1712633083.3399
MEM 135.441406 1712633083.4402
MEM 135.441406 1712633083.5408
MEM 135.441406 1712633083.6411
MEM 135.441406 1712633083.7417
MEM 135.441406 1712633083.8420
MEM 135.441406 1712633083.9424
MEM 135.441406 1712633084.0429
MEM 135.441406 1712633084.1435
MEM 135.441406 1712633084.2437
MEM 135.441406 1712633084.3443
MEM 135.441406 1712633084.4447
MEM 135.441406 1712633084.5453
MEM 135.441406 1712633084.6456
MEM 135.441406 1712633084.7461
MEM 135.441406 1712633084.8466
MEM 135.441406 1712633084.9468
MEM 135.441406 1712633085.0472
MEM 135.441406 1712633085.1477
MEM 135.441406 1712633085.2482
MEM 135.441406 1712633085.3485
MEM 135.441406 1712633085.4487
MEM 135.441406 1712633085.5491
MEM 135.441406 1712633085.6495
MEM 135.441406 1712633085.7500
MEM 135.441406 1712633085.8501
MEM 135.441406 1712633085.9503
MEM 135.441406 1712633086.0507
MEM 135.441406 1712633086.1512
MEM 135.441406 1712633086.2515
MEM 135.441406 1712633086.3517
MEM 135.441406 1712633086.4519
MEM 135.441406 1712633086.5522
MEM 135.441406 1712633086.6523
MEM 135.441406 1712633086.7528
MEM 135.441406 1712633086.8534
MEM 135.441406 1712633086.9536
MEM 135.441406 1712633087.0537
MEM 135.441406 1712633087.1541
MEM 135.441406 1712633087.2542
MEM 135.441406 1712633087.3544
MEM 135.441406 1712633087.4548
MEM 135.441406 1712633087.5551
MEM 135.441406 1712633087.6556
MEM 135.441406 1712633087.7558
MEM 135.441406 1712633087.8562
MEM 135.441406 1712633087.9566
MEM 135.441406 1712633088.0571
MEM 135.441406 1712633088.1573
MEM 135.441406 1712633088.2574
MEM 135.441406 1712633088.3578
MEM 135.441406 1712633088.4581
MEM 135.441406 1712633088.5582
MEM 135.441406 1712633088.6585
MEM 135.441406 1712633088.7591
MEM 135.441406 1712633088.8596
MEM 135.441406 1712633088.9600
MEM 135.441406 1712633089.0603
MEM 135.441406 1712633089.1605
MEM 135.441406 1712633089.2610
MEM 135.441406 1712633089.3615
MEM 135.441406 1712633089.4618
MEM 135.441406 1712633089.5622
MEM 135.441406 1712633089.6627
MEM 135.441406 1712633089.7634
MEM 135.441406 1712633089.8637
MEM 135.441406 1712633089.9638
MEM 135.441406 1712633090.0643
MEM 135.441406 1712633090.1648
MEM 135.441406 1712633090.2652
MEM 135.441406 1712633090.3655
MEM 135.441406 1712633090.4659
MEM 135.441406 1712633090.5663
MEM 135.441406 1712633090.6667
MEM 135.441406 1712633090.7669
MEM 135.441406 1712633090.8671
MEM 135.441406 1712633090.9676
MEM 135.441406 1712633091.0681
MEM 135.441406 1712633091.1685
MEM 135.441406 1712633091.2689
MEM 135.441406 1712633091.3691
MEM 135.441406 1712633091.4693
MEM 135.441406 1712633091.5695
MEM 135.441406 1712633091.6701
MEM 135.441406 1712633091.7707
MEM 135.441406 1712633091.8710
MEM 135.441406 1712633091.9714
MEM 135.441406 1712633092.0718
MEM 135.441406 1712633092.1722
MEM 135.441406 1712633092.2727
MEM 135.441406 1712633092.3731
MEM 135.441406 1712633092.4738
MEM 135.441406 1712633092.5739
MEM 135.441406 1712633092.6743
MEM 135.441406 1712633092.7745
MEM 135.441406 1712633092.8750
MEM 135.441406 1712633092.9756
MEM 135.441406 1712633093.0757
MEM 135.441406 1712633093.1761
MEM 135.441406 1712633093.2765
MEM 135.441406 1712633093.3771
MEM 135.441406 1712633093.4773
MEM 135.441406 1712633093.5777
MEM 135.441406 1712633093.6781
MEM 135.441406 1712633093.7782
MEM 135.441406 1712633093.8788
MEM 135.441406 1712633093.9794
MEM 135.441406 1712633094.0800
MEM 135.441406 1712633094.1806
MEM 135.441406 1712633094.2811
MEM 135.441406 1712633094.3815
MEM 135.441406 1712633094.4819
MEM 135.441406 1712633094.5822
MEM 135.441406 1712633094.6828
MEM 135.441406 1712633094.7833
MEM 135.441406 1712633094.8836
MEM 135.441406 1712633094.9837
MEM 135.441406 1712633095.0841
MEM 135.441406 1712633095.1847
MEM 135.441406 1712633095.2850
MEM 135.441406 1712633095.3855
MEM 135.441406 1712633095.4858
MEM 135.441406 1712633095.5861
MEM 135.441406 1712633095.6864
MEM 135.441406 1712633095.7867
MEM 135.441406 1712633095.8869
MEM 135.441406 1712633095.9871
MEM 135.441406 1712633096.0873
MEM 135.441406 1712633096.1876
MEM 135.441406 1712633096.2879
MEM 135.441406 1712633096.3882
MEM 135.441406 1712633096.4885
MEM 135.441406 1712633096.5891
MEM 135.441406 1712633096.6894
MEM 135.441406 1712633096.7898
MEM 135.441406 1712633096.8901
MEM 135.441406 1712633096.9907
MEM 135.441406 1712633097.0913
MEM 135.441406 1712633097.1918
MEM 135.441406 1712633097.2922
MEM 135.441406 1712633097.3926
MEM 135.441406 1712633097.4930
MEM 135.441406 1712633097.5932
MEM 135.441406 1712633097.6937
MEM 135.441406 1712633097.7941
MEM 135.441406 1712633097.8943
MEM 135.441406 1712633097.9945
MEM 135.441406 1712633098.0950
MEM 135.441406 1712633098.1955
MEM 135.441406 1712633098.2961
MEM 135.441406 1712633098.3965
MEM 135.441406 1712633098.4968
MEM 135.441406 1712633098.5970
MEM 135.441406 1712633098.6974
MEM 135.441406 1712633098.7980
MEM 135.441406 1712633098.8986
MEM 135.441406 1712633098.9989
MEM 135.441406 1712633099.0995
MEM 135.441406 1712633099.2001
MEM 135.441406 1712633099.3002
MEM 135.441406 1712633099.4005
MEM 135.441406 1712633099.5008
MEM 135.441406 1712633099.6011
MEM 135.441406 1712633099.7016
MEM 135.441406 1712633099.8020
MEM 135.441406 1712633099.9024
MEM 135.441406 1712633100.0026
MEM 135.441406 1712633100.1030
MEM 135.441406 1712633100.2033
MEM 135.441406 1712633100.3039
MEM 135.441406 1712633100.4043
MEM 135.441406 1712633100.5047
MEM 135.441406 1712633100.6049
MEM 135.441406 1712633100.7054
MEM 135.441406 1712633100.8057
MEM 135.441406 1712633100.9063
MEM 135.441406 1712633101.0065
MEM 135.441406 1712633101.1067
MEM 135.441406 1712633101.2069
MEM 135.441406 1712633101.3071
MEM 135.441406 1712633101.4077
MEM 135.441406 1712633101.5081
MEM 135.441406 1712633101.6087
MEM 135.441406 1712633101.7089
MEM 135.441406 1712633101.8093
MEM 135.441406 1712633101.9098
MEM 135.441406 1712633102.0101
MEM 135.441406 1712633102.1104
MEM 135.441406 1712633102.2107
MEM 135.441406 1712633102.3111
MEM 135.441406 1712633102.4115
MEM 135.441406 1712633102.5120
MEM 135.441406 1712633102.6122
MEM 135.441406 1712633102.7125
MEM 135.441406 1712633102.8129
MEM 135.441406 1712633102.9131
MEM 135.441406 1712633103.0133
MEM 135.441406 1712633103.1138
MEM 135.441406 1712633103.2143
MEM 135.441406 1712633103.3147
MEM 135.441406 1712633103.4152
MEM 135.441406 1712633103.5155
MEM 135.441406 1712633103.6158
MEM 135.441406 1712633103.7162
MEM 135.441406 1712633103.8166
MEM 135.441406 1712633103.9171
MEM 135.441406 1712633104.0174
MEM 135.441406 1712633104.1178
MEM 135.441406 1712633104.2179
MEM 135.441406 1712633104.3181
MEM 135.441406 1712633104.4187
MEM 135.441406 1712633104.5190
MEM 135.441406 1712633104.6193
MEM 135.441406 1712633104.7195
MEM 135.441406 1712633104.8199
MEM 135.441406 1712633104.9202
MEM 135.441406 1712633105.0205
MEM 135.441406 1712633105.1210
MEM 135.441406 1712633105.2212
MEM 135.441406 1712633105.3214
MEM 135.441406 1712633105.4218
MEM 135.441406 1712633105.5224
MEM 135.441406 1712633105.6228
MEM 135.441406 1712633105.7229
MEM 135.441406 1712633105.8235
MEM 135.441406 1712633105.9239
MEM 135.441406 1712633106.0242
MEM 135.441406 1712633106.1244
MEM 135.441406 1712633106.2246
MEM 135.441406 1712633106.3250
MEM 135.441406 1712633106.4256
MEM 135.441406 1712633106.5261
MEM 135.441406 1712633106.6264
MEM 135.441406 1712633106.7269
MEM 135.441406 1712633106.8274
MEM 135.441406 1712633106.9276
MEM 135.441406 1712633107.0280
MEM 135.441406 1712633107.1284
MEM 135.441406 1712633107.2286
MEM 135.441406 1712633107.3289
MEM 135.441406 1712633107.4294
MEM 135.441406 1712633107.5301
MEM 135.441406 1712633107.6307
MEM 135.441406 1712633107.7312
MEM 135.441406 1712633107.8318
MEM 135.441406 1712633107.9324
MEM 135.441406 1712633108.0330
MEM 135.441406 1712633108.1331
MEM 135.441406 1712633108.2333
MEM 135.441406 1712633108.3336
MEM 135.441406 1712633108.4338
MEM 135.441406 1712633108.5344
MEM 135.441406 1712633108.6349
MEM 135.441406 1712633108.7354
MEM 135.441406 1712633108.8358
MEM 135.441406 1712633108.9360
MEM 135.441406 1712633109.0365
MEM 135.441406 1712633109.1367
MEM 135.441406 1712633109.2371
MEM 135.441406 1712633109.3376
MEM 135.441406 1712633109.4382
MEM 135.441406 1712633109.5383
MEM 135.441406 1712633109.6388
MEM 135.441406 1712633109.7390
MEM 135.441406 1712633109.8396
MEM 135.441406 1712633109.9399
MEM 135.441406 1712633110.0401
MEM 135.441406 1712633110.1405
MEM 135.441406 1712633110.2409
MEM 135.441406 1712633110.3415
MEM 135.441406 1712633110.4421
MEM 135.441406 1712633110.5424
MEM 135.441406 1712633110.6430
MEM 135.441406 1712633110.7433
MEM 135.441406 1712633110.8439
MEM 135.441406 1712633110.9444
MEM 135.441406 1712633111.0445
MEM 135.441406 1712633111.1450
MEM 135.441406 1712633111.2453
MEM 135.441406 1712633111.3456
MEM 135.441406 1712633111.4462
MEM 135.441406 1712633111.5464
MEM 135.441406 1712633111.6470
MEM 135.441406 1712633111.7474
MEM 135.441406 1712633111.8479
MEM 135.441406 1712633111.9485
MEM 135.441406 1712633112.0492
MEM 135.441406 1712633112.1494
MEM 135.441406 1712633112.2497
MEM 135.441406 1712633112.3503
MEM 135.441406 1712633112.4506
MEM 135.441406 1712633112.5510
MEM 135.441406 1712633112.6512
MEM 135.441406 1712633112.7518
MEM 135.441406 1712633112.8520
MEM 135.441406 1712633112.9524
MEM 135.441406 1712633113.0528
MEM 135.441406 1712633113.1533
MEM 135.441406 1712633113.2540
MEM 135.441406 1712633113.3544
MEM 135.441406 1712633113.4546
MEM 135.441406 1712633113.5549
MEM 135.441406 1712633113.6552
MEM 135.441406 1712633113.7555
MEM 135.441406 1712633113.8558
MEM 135.441406 1712633113.9561
MEM 135.441406 1712633114.0563
MEM 135.441406 1712633114.1568
MEM 135.441406 1712633114.2571
MEM 135.441406 1712633114.3574
MEM 135.503906 1712633114.4580
MEM 135.503906 1712633114.5583
MEM 135.503906 1712633114.6587
MEM 135.503906 1712633114.7590
MEM 135.503906 1712633114.8593
MEM 135.503906 1712633114.9597
MEM 135.503906 1712633115.0600
MEM 135.503906 1712633115.1606
MEM 135.503906 1712633115.2609
MEM 135.503906 1712633115.3612
MEM 135.503906 1712633115.4616
MEM 135.503906 1712633115.5621
MEM 135.503906 1712633115.6623
MEM 135.503906 1712633115.7628
MEM 135.503906 1712633115.8634
MEM 135.503906 1712633115.9637
MEM 135.503906 1712633116.0641
MEM 135.503906 1712633116.1644
MEM 135.503906 1712633116.2649
MEM 135.503906 1712633116.3652
MEM 135.503906 1712633116.4656
MEM 135.503906 1712633116.5658
MEM 135.503906 1712633116.6662
MEM 135.503906 1712633116.7665
MEM 135.503906 1712633116.8671
MEM 135.503906 1712633116.9674
MEM 135.503906 1712633117.0678
MEM 135.503906 1712633117.1685
MEM 135.503906 1712633117.2688
MEM 135.503906 1712633117.3690
MEM 135.503906 1712633117.4694
MEM 135.503906 1712633117.5697
MEM 135.503906 1712633117.6699
MEM 135.503906 1712633117.7701
MEM 135.503906 1712633117.8706
MEM 135.503906 1712633117.9710
MEM 135.503906 1712633118.0714
MEM 135.503906 1712633118.1719
MEM 135.503906 1712633118.2723
MEM 135.503906 1712633118.3729
MEM 135.503906 1712633118.4732
MEM 135.503906 1712633118.5736
MEM 135.503906 1712633118.6742
MEM 135.503906 1712633118.7746
MEM 135.503906 1712633118.8753
MEM 135.503906 1712633118.9756
MEM 135.503906 1712633119.0759
MEM 135.503906 1712633119.1763
MEM 135.503906 1712633119.2766
MEM 135.503906 1712633119.3769
MEM 135.503906 1712633119.4771
MEM 135.503906 1712633119.5772
MEM 135.503906 1712633119.6775
MEM 135.503906 1712633119.7778
MEM 135.503906 1712633119.8783
MEM 135.503906 1712633119.9787
MEM 135.503906 1712633120.0789
MEM 135.503906 1712633120.1790
MEM 135.503906 1712633120.2793
MEM 135.503906 1712633120.3799
MEM 135.503906 1712633120.4803
MEM 135.503906 1712633120.5807
MEM 135.503906 1712633120.6811
MEM 135.503906 1712633120.7815
MEM 135.503906 1712633120.8818
MEM 135.503906 1712633120.9820
MEM 135.503906 1712633121.0827
MEM 135.503906 1712633121.1832
MEM 135.503906 1712633121.2839
MEM 135.503906 1712633121.3843
MEM 135.503906 1712633121.4849
MEM 135.503906 1712633121.5853
MEM 135.503906 1712633121.6856
MEM 135.503906 1712633121.7862
MEM 135.503906 1712633121.8868
MEM 135.503906 1712633121.9874
MEM 135.503906 1712633122.0878
MEM 135.503906 1712633122.1884
MEM 135.503906 1712633122.2886
MEM 135.503906 1712633122.3889
MEM 135.503906 1712633122.4894
MEM 135.503906 1712633122.5899
MEM 135.503906 1712633122.6905
MEM 135.503906 1712633122.7906
MEM 135.503906 1712633122.8908
MEM 135.503906 1712633122.9912
MEM 135.503906 1712633123.0917
MEM 135.503906 1712633123.1923
MEM 135.503906 1712633123.2925
MEM 135.503906 1712633123.3928
MEM 135.503906 1712633123.4931
MEM 135.503906 1712633123.5936
MEM 135.503906 1712633123.6938
MEM 135.503906 1712633123.7943
MEM 135.503906 1712633123.8949
MEM 135.503906 1712633123.9956
MEM 135.503906 1712633124.0962
MEM 135.503906 1712633124.1965
MEM 135.503906 1712633124.2970
MEM 135.503906 1712633124.3975
MEM 135.503906 1712633124.4981
MEM 135.503906 1712633124.5984
MEM 135.503906 1712633124.6990
MEM 135.503906 1712633124.7993
MEM 135.503906 1712633124.8994
MEM 135.503906 1712633124.9999
MEM 135.503906 1712633125.1004
MEM 135.503906 1712633125.2008
MEM 135.503906 1712633125.3014
MEM 135.503906 1712633125.4016
MEM 135.503906 1712633125.5022
MEM 135.503906 1712633125.6025
MEM 135.503906 1712633125.7028
MEM 135.503906 1712633125.8032
MEM 135.503906 1712633125.9038
MEM 135.503906 1712633126.0044
MEM 135.503906 1712633126.1047
MEM 135.503906 1712633126.2052
MEM 135.503906 1712633126.3056
MEM 135.503906 1712633126.4058
MEM 135.503906 1712633126.5062
MEM 135.503906 1712633126.6064
MEM 135.503906 1712633126.7066
MEM 135.503906 1712633126.8072
MEM 135.503906 1712633126.9074
MEM 135.503906 1712633127.0077
MEM 135.503906 1712633127.1079
MEM 135.503906 1712633127.2085
MEM 135.503906 1712633127.3090
MEM 135.503906 1712633127.4092
MEM 135.503906 1712633127.5096
MEM 135.503906 1712633127.6099
MEM 135.503906 1712633127.7103
MEM 135.503906 1712633127.8106
MEM 135.503906 1712633127.9111
MEM 135.503906 1712633128.0117
MEM 135.503906 1712633128.1120
MEM 135.503906 1712633128.2126
MEM 135.503906 1712633128.3131
MEM 135.503906 1712633128.4135
MEM 135.503906 1712633128.5141
MEM 135.503906 1712633128.6142
MEM 135.503906 1712633128.7145
MEM 135.503906 1712633128.8150
MEM 135.503906 1712633128.9155
MEM 135.503906 1712633129.0157
MEM 135.503906 1712633129.1159
MEM 135.503906 1712633129.2164
MEM 135.503906 1712633129.3171
MEM 135.503906 1712633129.4174
MEM 135.503906 1712633129.5176
MEM 135.503906 1712633129.6181
MEM 135.503906 1712633129.7183
MEM 135.503906 1712633129.8186
MEM 135.503906 1712633129.9188
MEM 135.503906 1712633130.0193
MEM 135.503906 1712633130.1195
MEM 135.503906 1712633130.2202
MEM 135.503906 1712633130.3207
MEM 135.503906 1712633130.4212
MEM 135.503906 1712633130.5217
MEM 135.503906 1712633130.6220
MEM 135.503906 1712633130.7225
MEM 135.503906 1712633130.8227
MEM 135.503906 1712633130.9229
MEM 135.503906 1712633131.0232
MEM 135.503906 1712633131.1238
MEM 135.503906 1712633131.2244
MEM 135.503906 1712633131.3248
MEM 135.503906 1712633131.4250
MEM 135.503906 1712633131.5256
MEM 135.503906 1712633131.6258
MEM 135.503906 1712633131.7263
MEM 135.503906 1712633131.8266
MEM 135.503906 1712633131.9270
MEM 135.503906 1712633132.0275
MEM 135.503906 1712633132.1281
MEM 135.503906 1712633132.2285
MEM 135.503906 1712633132.3288
MEM 135.503906 1712633132.4292
MEM 135.503906 1712633132.5296
MEM 135.503906 1712633132.6299
MEM 135.503906 1712633132.7301
MEM 135.503906 1712633132.8304
MEM 135.503906 1712633132.9306
MEM 135.503906 1712633133.0310
