CMDLINE C:\Users\Usuario\AppData\Local\Microsoft\WindowsApps\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\python.exe julia_set_memory_profiling.py
MEM 136.441406 1712633589.9932
MEM 136.441406 1712633590.0934
MEM 136.441406 1712633590.1941
MEM 136.441406 1712633590.2943
MEM 136.441406 1712633590.3947
MEM 136.441406 1712633590.4951
MEM 136.441406 1712633590.5952
MEM 136.441406 1712633590.6957
MEM 136.441406 1712633590.7961
MEM 136.441406 1712633590.8964
MEM 136.441406 1712633590.9970
MEM 136.441406 1712633591.0974
MEM 136.441406 1712633591.1978
MEM 136.441406 1712633591.2980
MEM 136.441406 1712633591.3982
MEM 136.441406 1712633591.4985
MEM 136.441406 1712633591.5988
MEM 136.441406 1712633591.6990
MEM 136.441406 1712633591.7994
MEM 136.441406 1712633591.8998
MEM 136.441406 1712633591.9999
MEM 136.441406 1712633592.1005
MEM 136.441406 1712633592.2009
MEM 136.441406 1712633592.3012
MEM 136.441406 1712633592.4019
MEM 136.441406 1712633592.5024
MEM 136.441406 1712633592.6030
MEM 136.441406 1712633592.7032
MEM 136.441406 1712633592.8037
MEM 136.441406 1712633592.9042
MEM 136.441406 1712633593.0048
MEM 136.441406 1712633593.1052
MEM 136.441406 1712633593.2054
MEM 136.441406 1712633593.3060
MEM 136.441406 1712633593.4065
MEM 136.441406 1712633593.5069
MEM 136.441406 1712633593.6071
MEM 136.441406 1712633593.7073
MEM 136.441406 1712633593.8080
MEM 136.441406 1712633593.9086
MEM 136.441406 1712633594.0088
MEM 136.441406 1712633594.1090
MEM 136.441406 1712633594.2093
MEM 136.441406 1712633594.3095
MEM 136.441406 1712633594.4097
MEM 136.441406 1712633594.5102
MEM 136.441406 1712633594.6107
MEM 136.441406 1712633594.7112
MEM 136.441406 1712633594.8115
MEM 136.441406 1712633594.9117
MEM 136.441406 1712633595.0123
MEM 136.441406 1712633595.1126
MEM 136.441406 1712633595.2135
MEM 136.441406 1712633595.3136
MEM 136.441406 1712633595.4142
MEM 136.441406 1712633595.5145
MEM 136.441406 1712633595.6147
MEM 136.441406 1712633595.7151
MEM 136.441406 1712633595.8153
MEM 136.441406 1712633595.9156
MEM 136.441406 1712633596.0157
MEM 136.441406 1712633596.1162
MEM 136.441406 1712633596.2168
MEM 136.441406 1712633596.3172
MEM 136.441406 1712633596.4176
MEM 136.441406 1712633596.5180
MEM 136.441406 1712633596.6186
MEM 136.441406 1712633596.7188
MEM 136.441406 1712633596.8190
MEM 136.441406 1712633596.9193
MEM 136.441406 1712633597.0196
MEM 136.441406 1712633597.1202
MEM 136.441406 1712633597.2206
MEM 136.441406 1712633597.3208
MEM 136.441406 1712633597.4214
MEM 136.441406 1712633597.5220
MEM 136.441406 1712633597.6223
MEM 136.441406 1712633597.7228
MEM 136.441406 1712633597.8232
MEM 136.441406 1712633597.9235
MEM 136.441406 1712633598.0241
MEM 136.441406 1712633598.1246
MEM 136.441406 1712633598.2252
MEM 136.441406 1712633598.3258
MEM 136.441406 1712633598.4262
MEM 136.441406 1712633598.5265
MEM 136.441406 1712633598.6270
MEM 136.441406 1712633598.7274
MEM 136.441406 1712633598.8276
MEM 136.441406 1712633598.9279
MEM 136.441406 1712633599.0281
MEM 136.441406 1712633599.1287
MEM 136.441406 1712633599.2289
MEM 136.441406 1712633599.3291
MEM 136.441406 1712633599.4296
MEM 136.441406 1712633599.5299
MEM 136.441406 1712633599.6302
MEM 136.441406 1712633599.7308
MEM 136.441406 1712633599.8310
MEM 136.441406 1712633599.9314
MEM 136.441406 1712633600.0316
MEM 136.441406 1712633600.1319
MEM 136.441406 1712633600.2326
MEM 136.441406 1712633600.3330
MEM 136.441406 1712633600.4336
MEM 136.441406 1712633600.5340
MEM 136.441406 1712633600.6346
MEM 136.441406 1712633600.7349
MEM 136.441406 1712633600.8353
MEM 136.441406 1712633600.9358
MEM 136.441406 1712633601.0363
MEM 136.441406 1712633601.1365
MEM 136.441406 1712633601.2366
MEM 136.441406 1712633601.3371
MEM 136.441406 1712633601.4374
MEM 136.441406 1712633601.5377
MEM 136.441406 1712633601.6383
MEM 136.441406 1712633601.7386
MEM 136.441406 1712633601.8391
MEM 136.441406 1712633601.9392
MEM 136.441406 1712633602.0396
MEM 136.441406 1712633602.1401
MEM 136.441406 1712633602.2405
MEM 136.441406 1712633602.3408
MEM 136.441406 1712633602.4413
MEM 136.441406 1712633602.5417
MEM 136.441406 1712633602.6421
MEM 136.441406 1712633602.7427
MEM 136.441406 1712633602.8431
MEM 136.441406 1712633602.9437
MEM 136.441406 1712633603.0440
MEM 136.441406 1712633603.1444
MEM 136.441406 1712633603.2447
MEM 136.441406 1712633603.3449
MEM 136.441406 1712633603.4453
MEM 136.441406 1712633603.5457
MEM 136.441406 1712633603.6461
MEM 136.441406 1712633603.7464
MEM 136.441406 1712633603.8466
MEM 136.441406 1712633603.9469
MEM 136.441406 1712633604.0473
MEM 136.441406 1712633604.1475
MEM 136.441406 1712633604.2479
MEM 136.441406 1712633604.3481
MEM 136.441406 1712633604.4486
MEM 136.441406 1712633604.5490
MEM 136.441406 1712633604.6492
MEM 136.441406 1712633604.7497
MEM 136.441406 1712633604.8500
MEM 136.441406 1712633604.9501
MEM 136.441406 1712633605.0503
MEM 136.441406 1712633605.1507
MEM 136.441406 1712633605.2512
MEM 136.441406 1712633605.3519
MEM 136.441406 1712633605.4524
MEM 136.441406 1712633605.5526
MEM 136.441406 1712633605.6531
MEM 136.441406 1712633605.7537
MEM 136.441406 1712633605.8539
MEM 136.441406 1712633605.9543
MEM 136.441406 1712633606.0549
MEM 136.441406 1712633606.1554
MEM 136.441406 1712633606.2558
MEM 136.441406 1712633606.3562
MEM 136.441406 1712633606.4569
MEM 136.441406 1712633606.5570
MEM 136.441406 1712633606.6573
MEM 136.441406 1712633606.7574
MEM 136.441406 1712633606.8576
MEM 136.441406 1712633606.9581
MEM 136.441406 1712633607.0584
MEM 136.441406 1712633607.1586
MEM 136.441406 1712633607.2590
MEM 136.441406 1712633607.3595
MEM 136.441406 1712633607.4598
MEM 136.441406 1712633607.5602
MEM 136.441406 1712633607.6608
MEM 136.441406 1712633607.7614
MEM 136.441406 1712633607.8620
MEM 136.441406 1712633607.9623
MEM 136.441406 1712633608.0625
MEM 136.441406 1712633608.1632
MEM 136.441406 1712633608.2636
MEM 136.441406 1712633608.3641
MEM 136.441406 1712633608.4644
MEM 136.441406 1712633608.5646
MEM 136.441406 1712633608.6648
MEM 136.441406 1712633608.7650
MEM 136.441406 1712633608.8654
MEM 136.441406 1712633608.9660
MEM 136.441406 1712633609.0663
MEM 136.441406 1712633609.1668
MEM 136.441406 1712633609.2672
MEM 136.441406 1712633609.3674
MEM 136.441406 1712633609.4679
MEM 136.441406 1712633609.5681
MEM 136.441406 1712633609.6686
MEM 136.441406 1712633609.7690
MEM 136.441406 1712633609.8694
MEM 136.441406 1712633609.9697
MEM 136.441406 1712633610.0699
MEM 136.441406 1712633610.1704
MEM 136.441406 1712633610.2705
MEM 136.441406 1712633610.3708
MEM 136.441406 1712633610.4714
MEM 136.441406 1712633610.5718
MEM 136.441406 1712633610.6721
MEM 136.441406 1712633610.7726
MEM 136.441406 1712633610.8731
MEM 136.441406 1712633610.9734
MEM 136.441406 1712633611.0738
MEM 136.441406 1712633611.1741
MEM 136.441406 1712633611.2745
MEM 136.441406 1712633611.3747
MEM 136.441406 1712633611.4752
MEM 136.441406 1712633611.5754
MEM 136.441406 1712633611.6756
MEM 136.441406 1712633611.7760
MEM 136.441406 1712633611.8762
MEM 136.441406 1712633611.9765
MEM 136.441406 1712633612.0771
MEM 136.441406 1712633612.1772
MEM 136.441406 1712633612.2778
MEM 136.441406 1712633612.3782
MEM 136.441406 1712633612.4788
MEM 136.441406 1712633612.5791
MEM 136.441406 1712633612.6797
MEM 136.441406 1712633612.7803
MEM 136.441406 1712633612.8807
MEM 136.441406 1712633612.9809
MEM 136.441406 1712633613.0813
MEM 136.441406 1712633613.1819
MEM 136.441406 1712633613.2820
MEM 136.441406 1712633613.3824
MEM 136.441406 1712633613.4827
MEM 136.441406 1712633613.5833
MEM 136.441406 1712633613.6835
MEM 136.441406 1712633613.7840
MEM 136.441406 1712633613.8844
MEM 136.441406 1712633613.9846
MEM 136.441406 1712633614.0847
MEM 136.441406 1712633614.1853
MEM 136.441406 1712633614.2857
MEM 136.441406 1712633614.3861
MEM 136.441406 1712633614.4867
MEM 136.441406 1712633614.5870
MEM 136.441406 1712633614.6875
MEM 136.441406 1712633614.7879
MEM 136.441406 1712633614.8883
MEM 136.441406 1712633614.9887
MEM 136.441406 1712633615.0891
MEM 136.441406 1712633615.1897
MEM 136.441406 1712633615.2903
MEM 136.441406 1712633615.3907
MEM 136.441406 1712633615.4911
MEM 136.441406 1712633615.5913
MEM 136.441406 1712633615.6916
MEM 136.441406 1712633615.7920
MEM 136.441406 1712633615.8925
MEM 136.441406 1712633615.9930
MEM 136.441406 1712633616.0935
MEM 136.441406 1712633616.1939
MEM 136.441406 1712633616.2945
MEM 136.441406 1712633616.3947
MEM 136.441406 1712633616.4952
MEM 136.441406 1712633616.5956
MEM 136.441406 1712633616.6960
MEM 136.441406 1712633616.7964
MEM 136.441406 1712633616.8967
MEM 136.441406 1712633616.9969
MEM 136.441406 1712633617.0973
MEM 136.503906 1712633617.1977
MEM 136.503906 1712633617.2979
MEM 136.503906 1712633617.3982
MEM 136.503906 1712633617.4988
MEM 136.503906 1712633617.5993
MEM 136.503906 1712633617.6995
MEM 136.503906 1712633617.8000
MEM 136.503906 1712633617.9003
MEM 136.503906 1712633618.0006
MEM 136.503906 1712633618.1010
MEM 136.503906 1712633618.2012
MEM 136.503906 1712633618.3017
MEM 136.503906 1712633618.4020
MEM 136.503906 1712633618.5026
MEM 136.503906 1712633618.6031
MEM 136.503906 1712633618.7033
MEM 136.503906 1712633618.8038
MEM 136.503906 1712633618.9042
MEM 136.503906 1712633619.0047
MEM 136.503906 1712633619.1053
MEM 136.503906 1712633619.2057
MEM 136.503906 1712633619.3062
MEM 136.503906 1712633619.4066
MEM 136.503906 1712633619.5071
MEM 136.503906 1712633619.6074
MEM 136.503906 1712633619.7080
MEM 136.503906 1712633619.8086
MEM 136.503906 1712633619.9090
MEM 136.503906 1712633620.0093
MEM 136.503906 1712633620.1096
MEM 136.503906 1712633620.2098
MEM 136.503906 1712633620.3104
MEM 136.503906 1712633620.4106
MEM 136.503906 1712633620.5108
MEM 136.503906 1712633620.6110
MEM 136.503906 1712633620.7116
MEM 136.503906 1712633620.8118
MEM 136.503906 1712633620.9123
MEM 136.503906 1712633621.0125
MEM 136.503906 1712633621.1128
MEM 136.503906 1712633621.2135
MEM 136.503906 1712633621.3138
MEM 136.503906 1712633621.4144
MEM 136.503906 1712633621.5147
MEM 136.503906 1712633621.6152
MEM 136.503906 1712633621.7154
MEM 136.503906 1712633621.8159
MEM 136.503906 1712633621.9165
MEM 136.503906 1712633622.0167
MEM 136.503906 1712633622.1173
MEM 136.503906 1712633622.2175
MEM 136.503906 1712633622.3180
MEM 136.503906 1712633622.4183
MEM 136.503906 1712633622.5188
MEM 136.503906 1712633622.6192
MEM 136.503906 1712633622.7195
MEM 136.503906 1712633622.8200
MEM 136.503906 1712633622.9204
MEM 136.503906 1712633623.0208
MEM 136.503906 1712633623.1212
MEM 136.503906 1712633623.2215
MEM 136.503906 1712633623.3217
MEM 136.503906 1712633623.4221
MEM 136.503906 1712633623.5223
MEM 136.503906 1712633623.6227
MEM 136.503906 1712633623.7230
MEM 136.503906 1712633623.8236
MEM 136.503906 1712633623.9239
MEM 136.503906 1712633624.0246
MEM 136.503906 1712633624.1249
MEM 136.503906 1712633624.2254
MEM 136.503906 1712633624.3257
MEM 136.503906 1712633624.4261
MEM 136.503906 1712633624.5264
MEM 136.503906 1712633624.6267
MEM 136.503906 1712633624.7272
MEM 136.503906 1712633624.8277
MEM 136.503906 1712633624.9280
MEM 136.503906 1712633625.0286
MEM 136.503906 1712633625.1287
MEM 136.503906 1712633625.2291
MEM 136.503906 1712633625.3293
MEM 136.503906 1712633625.4296
MEM 136.503906 1712633625.5298
MEM 136.503906 1712633625.6300
MEM 136.503906 1712633625.7305
MEM 136.503906 1712633625.8307
MEM 136.503906 1712633625.9311
MEM 136.503906 1712633626.0316
MEM 136.503906 1712633626.1320
MEM 136.503906 1712633626.2325
MEM 136.503906 1712633626.3327
MEM 136.503906 1712633626.4331
MEM 136.503906 1712633626.5337
MEM 136.503906 1712633626.6342
MEM 136.503906 1712633626.7346
MEM 136.503906 1712633626.8350
MEM 136.503906 1712633626.9352
MEM 136.503906 1712633627.0357
MEM 136.503906 1712633627.1362
MEM 136.503906 1712633627.2368
MEM 136.503906 1712633627.3371
MEM 136.503906 1712633627.4378
MEM 136.503906 1712633627.5381
MEM 136.503906 1712633627.6386
MEM 136.503906 1712633627.7388
MEM 136.503906 1712633627.8394
MEM 136.503906 1712633627.9400
MEM 136.503906 1712633628.0405
MEM 136.503906 1712633628.1409
MEM 136.503906 1712633628.2413
MEM 136.503906 1712633628.3416
MEM 136.503906 1712633628.4418
MEM 136.503906 1712633628.5422
MEM 136.503906 1712633628.6426
MEM 136.503906 1712633628.7432
MEM 136.503906 1712633628.8435
MEM 136.503906 1712633628.9438
MEM 136.503906 1712633629.0442
MEM 136.503906 1712633629.1445
MEM 136.503906 1712633629.2450
MEM 136.503906 1712633629.3454
MEM 136.503906 1712633629.4459
MEM 136.503906 1712633629.5462
MEM 136.503906 1712633629.6465
MEM 136.503906 1712633629.7471
MEM 136.503906 1712633629.8476
MEM 136.503906 1712633629.9482
MEM 136.503906 1712633630.0489
MEM 136.503906 1712633630.1492
MEM 136.503906 1712633630.2497
MEM 136.503906 1712633630.3501
MEM 136.503906 1712633630.4504
MEM 136.503906 1712633630.5510
MEM 136.503906 1712633630.6513
MEM 136.503906 1712633630.7520
MEM 136.503906 1712633630.8525
MEM 136.503906 1712633630.9528
MEM 136.503906 1712633631.0532
MEM 136.503906 1712633631.1537
MEM 136.503906 1712633631.2543
MEM 136.503906 1712633631.3544
MEM 136.503906 1712633631.4548
MEM 136.503906 1712633631.5551
MEM 136.503906 1712633631.6554
MEM 136.503906 1712633631.7556
MEM 136.503906 1712633631.8558
MEM 136.503906 1712633631.9562
MEM 136.503906 1712633632.0564
MEM 136.503906 1712633632.1567
MEM 136.503906 1712633632.2572
MEM 136.503906 1712633632.3576
MEM 136.503906 1712633632.4580
MEM 136.503906 1712633632.5583
MEM 136.503906 1712633632.6589
MEM 136.503906 1712633632.7594
MEM 136.503906 1712633632.8600
MEM 136.503906 1712633632.9603
MEM 136.503906 1712633633.0609
MEM 136.503906 1712633633.1611
MEM 136.503906 1712633633.2616
MEM 136.503906 1712633633.3620
MEM 136.503906 1712633633.4623
MEM 136.503906 1712633633.5627
MEM 136.503906 1712633633.6630
MEM 136.503906 1712633633.7636
MEM 136.503906 1712633633.8639
MEM 136.503906 1712633633.9646
MEM 136.503906 1712633634.0648
MEM 136.503906 1712633634.1653
MEM 136.503906 1712633634.2658
MEM 136.503906 1712633634.3662
MEM 136.503906 1712633634.4663
MEM 136.503906 1712633634.5666
MEM 136.503906 1712633634.6672
MEM 136.503906 1712633634.7675
MEM 136.503906 1712633634.8681
MEM 136.503906 1712633634.9687
MEM 136.503906 1712633635.0692
MEM 136.503906 1712633635.1695
MEM 136.503906 1712633635.2701
MEM 136.503906 1712633635.3703
MEM 136.503906 1712633635.4704
MEM 136.503906 1712633635.5705
MEM 136.503906 1712633635.6710
MEM 136.503906 1712633635.7716
MEM 136.503906 1712633635.8722
MEM 136.503906 1712633635.9725
MEM 136.503906 1712633636.0729
MEM 136.503906 1712633636.1732
MEM 136.503906 1712633636.2738
MEM 136.503906 1712633636.3743
MEM 136.503906 1712633636.4748
MEM 136.503906 1712633636.5750
MEM 136.503906 1712633636.6755
MEM 136.503906 1712633636.7762
MEM 136.503906 1712633636.8764
MEM 136.503906 1712633636.9770
MEM 136.503906 1712633637.0772
MEM 136.503906 1712633637.1777
MEM 136.503906 1712633637.2778
MEM 136.503906 1712633637.3780
MEM 136.503906 1712633637.4784
MEM 136.503906 1712633637.5789
MEM 136.503906 1712633637.6792
MEM 136.503906 1712633637.7795
MEM 136.503906 1712633637.8800
MEM 136.503906 1712633637.9803
MEM 136.503906 1712633638.0805
MEM 136.503906 1712633638.1810
MEM 136.503906 1712633638.2812
MEM 136.503906 1712633638.3818
MEM 136.503906 1712633638.4823
MEM 136.503906 1712633638.5824
MEM 136.503906 1712633638.6827
MEM 136.503906 1712633638.7833
MEM 136.503906 1712633638.8838
MEM 136.503906 1712633638.9843
MEM 136.503906 1712633639.0849
MEM 136.503906 1712633639.1853
MEM 136.503906 1712633639.2858
MEM 136.503906 1712633639.3864
MEM 136.503906 1712633639.4866
MEM 136.503906 1712633639.5872
MEM 136.503906 1712633639.6878
MEM 136.503906 1712633639.7881
MEM 136.503906 1712633639.8882
MEM 136.503906 1712633639.9884
MEM 136.503906 1712633640.0886
MEM 136.503906 1712633640.1890
MEM 136.503906 1712633640.2895
MEM 136.503906 1712633640.3900
MEM 136.503906 1712633640.4904
MEM 136.503906 1712633640.5907
MEM 136.503906 1712633640.6909
MEM 136.503906 1712633640.7914
MEM 136.503906 1712633640.8918
MEM 136.503906 1712633640.9921
MEM 136.503906 1712633641.0926
MEM 136.503906 1712633641.1927
MEM 136.503906 1712633641.2929
MEM 136.503906 1712633641.3933
MEM 136.503906 1712633641.4937
MEM 136.503906 1712633641.5940
MEM 136.503906 1712633641.6941
MEM 136.503906 1712633641.7946
MEM 136.503906 1712633641.8952
MEM 136.503906 1712633641.9957
MEM 136.503906 1712633642.0959
MEM 136.503906 1712633642.1961
MEM 136.503906 1712633642.2963
MEM 136.503906 1712633642.3966
MEM 136.503906 1712633642.4969
MEM 136.503906 1712633642.5972
MEM 136.503906 1712633642.6975
MEM 136.503906 1712633642.7981
MEM 136.503906 1712633642.8987
MEM 136.503906 1712633642.9993
MEM 136.503906 1712633643.0996
MEM 136.503906 1712633643.2002
MEM 136.503906 1712633643.3007
MEM 136.503906 1712633643.4012
MEM 136.503906 1712633643.5014
MEM 136.503906 1712633643.6019
MEM 136.503906 1712633643.7021
MEM 136.503906 1712633643.8026
MEM 136.503906 1712633643.9031
MEM 136.503906 1712633644.0033
MEM 136.503906 1712633644.1036
MEM 136.503906 1712633644.2040
MEM 136.503906 1712633644.3044
MEM 136.503906 1712633644.4048
MEM 136.503906 1712633644.5051
MEM 136.503906 1712633644.6053
MEM 136.503906 1712633644.7055
MEM 136.503906 1712633644.8059
MEM 136.503906 1712633644.9065
MEM 136.503906 1712633645.0068
MEM 136.503906 1712633645.1075
MEM 136.503906 1712633645.2077
MEM 136.503906 1712633645.3081
MEM 136.503906 1712633645.4084
MEM 136.503906 1712633645.5090
MEM 136.503906 1712633645.6092
MEM 136.503906 1712633645.7094
MEM 136.503906 1712633645.8096
MEM 136.503906 1712633645.9104
MEM 136.503906 1712633646.0106
MEM 136.503906 1712633646.1110
MEM 136.503906 1712633646.2114
MEM 136.503906 1712633646.3119
MEM 136.503906 1712633646.4124
MEM 136.503906 1712633646.5126
MEM 136.503906 1712633646.6128
MEM 136.503906 1712633646.7133
MEM 136.503906 1712633646.8136
MEM 136.503906 1712633646.9141
MEM 136.503906 1712633647.0143
MEM 136.503906 1712633647.1150
MEM 136.503906 1712633647.2154
MEM 136.503906 1712633647.3158
MEM 136.503906 1712633647.4160
MEM 136.503906 1712633647.5163
MEM 136.503906 1712633647.6168
MEM 136.566406 1712633647.7171
MEM 136.566406 1712633647.8177
MEM 136.566406 1712633647.9183
MEM 136.566406 1712633648.0184
MEM 136.566406 1712633648.1189
MEM 136.566406 1712633648.2195
MEM 136.566406 1712633648.3199
MEM 136.566406 1712633648.4203
MEM 136.566406 1712633648.5206
MEM 136.566406 1712633648.6210
MEM 136.566406 1712633648.7212
MEM 136.566406 1712633648.8216
MEM 136.566406 1712633648.9221
MEM 136.566406 1712633649.0225
MEM 136.566406 1712633649.1228
MEM 136.566406 1712633649.2230
MEM 136.566406 1712633649.3235
MEM 136.566406 1712633649.4239
MEM 136.566406 1712633649.5245
MEM 136.566406 1712633649.6248
MEM 136.566406 1712633649.7254
MEM 136.566406 1712633649.8259
MEM 136.566406 1712633649.9266
MEM 136.566406 1712633650.0267
MEM 136.566406 1712633650.1272
MEM 136.566406 1712633650.2278
MEM 136.566406 1712633650.3280
MEM 136.566406 1712633650.4285
MEM 136.566406 1712633650.5290
MEM 136.566406 1712633650.6294
MEM 136.566406 1712633650.7298
MEM 136.566406 1712633650.8302
MEM 136.566406 1712633650.9303
MEM 136.566406 1712633651.0310
MEM 136.566406 1712633651.1315
MEM 136.566406 1712633651.2317
MEM 136.566406 1712633651.3323
MEM 136.566406 1712633651.4330
MEM 136.566406 1712633651.5336
MEM 136.566406 1712633651.6337
MEM 136.566406 1712633651.7340
MEM 136.566406 1712633651.8344
MEM 136.566406 1712633651.9349
MEM 136.566406 1712633652.0354
MEM 136.566406 1712633652.1359
MEM 136.566406 1712633652.2361
MEM 136.566406 1712633652.3366
MEM 136.566406 1712633652.4369
MEM 136.566406 1712633652.5372
MEM 136.566406 1712633652.6376
MEM 136.566406 1712633652.7381
MEM 136.566406 1712633652.8383
MEM 136.566406 1712633652.9388
MEM 136.566406 1712633653.0394
MEM 136.566406 1712633653.1396
MEM 136.566406 1712633653.2397
MEM 136.566406 1712633653.3403
MEM 136.566406 1712633653.4405
MEM 136.566406 1712633653.5411
MEM 136.566406 1712633653.6412
MEM 136.566406 1712633653.7419
MEM 136.566406 1712633653.8423
MEM 136.566406 1712633653.9427
MEM 136.566406 1712633654.0431
MEM 136.566406 1712633654.1437
MEM 136.566406 1712633654.2441
MEM 136.566406 1712633654.3443
MEM 136.566406 1712633654.4444
MEM 136.566406 1712633654.5448
MEM 136.566406 1712633654.6451
MEM 136.566406 1712633654.7453
MEM 136.566406 1712633654.8457
MEM 136.566406 1712633654.9463
MEM 136.566406 1712633655.0464
MEM 136.566406 1712633655.1469
MEM 136.566406 1712633655.2470
MEM 136.566406 1712633655.3473
MEM 136.566406 1712633655.4476
MEM 136.566406 1712633655.5479
MEM 136.566406 1712633655.6480
MEM 136.566406 1712633655.7482
MEM 136.566406 1712633655.8485
MEM 136.566406 1712633655.9490
MEM 136.566406 1712633656.0495
MEM 136.566406 1712633656.1499
MEM 136.566406 1712633656.2503
MEM 136.566406 1712633656.3505
MEM 136.566406 1712633656.4507
MEM 136.566406 1712633656.5509
MEM 136.566406 1712633656.6514
MEM 136.566406 1712633656.7520
MEM 136.566406 1712633656.8522
MEM 136.566406 1712633656.9527
MEM 136.566406 1712633657.0534
MEM 136.566406 1712633657.1538
MEM 136.566406 1712633657.2542
MEM 136.566406 1712633657.3546
MEM 136.566406 1712633657.4551
MEM 136.566406 1712633657.5555
MEM 136.566406 1712633657.6557
MEM 136.566406 1712633657.7562
MEM 136.566406 1712633657.8568
MEM 136.566406 1712633657.9572
MEM 136.566406 1712633658.0576
MEM 136.566406 1712633658.1578
MEM 136.566406 1712633658.2582
MEM 136.566406 1712633658.3587
MEM 136.566406 1712633658.4592
MEM 136.566406 1712633658.5595
MEM 136.566406 1712633658.6599
MEM 136.566406 1712633658.7601
MEM 136.566406 1712633658.8603
MEM 136.566406 1712633658.9606
MEM 136.566406 1712633659.0610
MEM 136.566406 1712633659.1614
MEM 136.566406 1712633659.2617
MEM 136.566406 1712633659.3621
MEM 136.566406 1712633659.4622
MEM 136.566406 1712633659.5628
MEM 136.566406 1712633659.6633
MEM 136.566406 1712633659.7635
MEM 136.566406 1712633659.8637
MEM 136.566406 1712633659.9640
MEM 136.566406 1712633660.0644
MEM 136.566406 1712633660.1646
MEM 136.566406 1712633660.2652
MEM 136.566406 1712633660.3657
MEM 136.566406 1712633660.4660
MEM 136.566406 1712633660.5663
MEM 136.566406 1712633660.6668
MEM 136.566406 1712633660.7671
MEM 136.566406 1712633660.8675
MEM 136.566406 1712633660.9680
MEM 136.566406 1712633661.0683
MEM 136.566406 1712633661.1685
MEM 136.566406 1712633661.2687
MEM 136.566406 1712633661.3689
MEM 136.566406 1712633661.4692
MEM 136.566406 1712633661.5695
MEM 136.566406 1712633661.6702
MEM 136.566406 1712633661.7704
MEM 136.566406 1712633661.8710
MEM 136.566406 1712633661.9712
MEM 136.566406 1712633662.0716
MEM 136.566406 1712633662.1720
MEM 136.566406 1712633662.2723
MEM 136.566406 1712633662.3729
MEM 136.566406 1712633662.4733
MEM 136.566406 1712633662.5735
MEM 136.566406 1712633662.6737
MEM 136.566406 1712633662.7741
MEM 136.566406 1712633662.8745
MEM 136.566406 1712633662.9750
MEM 136.566406 1712633663.0755
MEM 136.566406 1712633663.1759
MEM 136.566406 1712633663.2761
MEM 136.566406 1712633663.3764
MEM 136.566406 1712633663.4768
MEM 136.566406 1712633663.5769
MEM 136.566406 1712633663.6771
MEM 136.566406 1712633663.7775
MEM 136.566406 1712633663.8777
MEM 136.566406 1712633663.9779
MEM 136.566406 1712633664.0782
MEM 136.566406 1712633664.1786
MEM 136.566406 1712633664.2788
MEM 136.566406 1712633664.3790
MEM 136.566406 1712633664.4793
MEM 136.566406 1712633664.5795
MEM 136.566406 1712633664.6801
MEM 136.566406 1712633664.7802
MEM 136.566406 1712633664.8805
MEM 136.566406 1712633664.9810
MEM 136.566406 1712633665.0815
MEM 136.566406 1712633665.1818
MEM 136.566406 1712633665.2819
MEM 136.566406 1712633665.3820
MEM 136.566406 1712633665.4823
MEM 136.566406 1712633665.5826
MEM 136.566406 1712633665.6832
MEM 136.566406 1712633665.7836
MEM 136.566406 1712633665.8841
MEM 136.566406 1712633665.9842
MEM 136.566406 1712633666.0844
MEM 136.566406 1712633666.1846
MEM 136.566406 1712633666.2851
MEM 136.566406 1712633666.3855
MEM 136.566406 1712633666.4861
MEM 136.566406 1712633666.5866
MEM 136.566406 1712633666.6870
MEM 136.566406 1712633666.7874
MEM 136.566406 1712633666.8877
MEM 136.566406 1712633666.9884
MEM 136.566406 1712633667.0886
MEM 136.566406 1712633667.1888
MEM 136.566406 1712633667.2890
MEM 136.566406 1712633667.3896
MEM 136.566406 1712633667.4899
MEM 136.566406 1712633667.5903
MEM 136.566406 1712633667.6907
MEM 136.566406 1712633667.7909
MEM 136.566406 1712633667.8914
MEM 136.566406 1712633667.9916
MEM 136.566406 1712633668.0919
MEM 136.566406 1712633668.1925
MEM 136.566406 1712633668.2929
MEM 136.566406 1712633668.3931
MEM 136.566406 1712633668.4935
MEM 136.566406 1712633668.5937
MEM 136.566406 1712633668.6939
MEM 136.566406 1712633668.7940
MEM 136.566406 1712633668.8942
MEM 136.566406 1712633668.9944
MEM 136.566406 1712633669.0949
MEM 136.566406 1712633669.1955
MEM 136.566406 1712633669.2957
MEM 136.566406 1712633669.3961
MEM 136.566406 1712633669.4966
MEM 136.566406 1712633669.5968
MEM 136.566406 1712633669.6972
MEM 136.566406 1712633669.7976
MEM 136.566406 1712633669.8982
MEM 136.566406 1712633669.9984
MEM 136.566406 1712633670.0986
MEM 136.566406 1712633670.1987
MEM 136.566406 1712633670.2988
MEM 136.566406 1712633670.3992
MEM 136.566406 1712633670.4995
MEM 136.566406 1712633670.5998
MEM 136.566406 1712633670.7002
MEM 136.566406 1712633670.8006
MEM 136.566406 1712633670.9010
MEM 136.566406 1712633671.0013
MEM 136.566406 1712633671.1016
MEM 136.566406 1712633671.2020
MEM 136.566406 1712633671.3024
MEM 136.566406 1712633671.4026
MEM 136.566406 1712633671.5029
MEM 136.566406 1712633671.6032
MEM 136.566406 1712633671.7035
MEM 136.566406 1712633671.8037
MEM 136.566406 1712633671.9042
MEM 136.566406 1712633672.0047
