CMDLINE C:\Users\drako\AppData\Local\Microsoft\WindowsApps\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\python.exe julia_set_memory_profiling.py
MEM 134.886719 1712985731.8483
MEM 134.886719 1712985731.9487
MEM 134.886719 1712985732.0494
MEM 134.886719 1712985732.1499
MEM 134.886719 1712985732.2505
MEM 134.886719 1712985732.3511
MEM 134.886719 1712985732.4518
MEM 134.886719 1712985732.5523
MEM 134.886719 1712985732.6526
MEM 134.886719 1712985732.7535
MEM 134.886719 1712985732.8539
MEM 134.886719 1712985732.9544
MEM 134.886719 1712985733.0550
MEM 134.886719 1712985733.1555
MEM 134.886719 1712985733.2557
MEM 134.886719 1712985733.3563
MEM 134.886719 1712985733.4567
MEM 134.886719 1712985733.5573
MEM 134.886719 1712985733.6580
MEM 134.886719 1712985733.7585
MEM 134.886719 1712985733.8601
MEM 134.886719 1712985733.9612
MEM 134.886719 1712985734.0619
MEM 134.886719 1712985734.1622
MEM 134.886719 1712985734.2624
MEM 134.886719 1712985734.3636
MEM 134.886719 1712985734.4641
MEM 134.886719 1712985734.5643
MEM 134.886719 1712985734.6648
MEM 134.886719 1712985734.7653
MEM 134.886719 1712985734.8658
MEM 134.886719 1712985734.9661
MEM 134.886719 1712985735.0663
MEM 134.886719 1712985735.1667
MEM 134.886719 1712985735.2673
MEM 134.886719 1712985735.3679
MEM 134.886719 1712985735.4683
MEM 134.886719 1712985735.5689
MEM 134.886719 1712985735.6696
MEM 134.886719 1712985735.7703
MEM 134.886719 1712985735.8708
MEM 134.886719 1712985735.9712
MEM 134.886719 1712985736.0719
MEM 134.949219 1712985736.1724
MEM 134.949219 1712985736.2732
MEM 134.949219 1712985736.3739
MEM 134.949219 1712985736.4745
MEM 134.949219 1712985736.5754
MEM 134.949219 1712985736.6760
MEM 134.949219 1712985736.7769
MEM 134.949219 1712985736.8772
MEM 134.949219 1712985736.9775
MEM 134.949219 1712985737.0782
MEM 134.949219 1712985737.1787
MEM 134.949219 1712985737.2792
MEM 134.949219 1712985737.3798
MEM 134.949219 1712985737.4800
MEM 134.949219 1712985737.5806
MEM 134.949219 1712985737.6809
MEM 134.949219 1712985737.7812
MEM 134.949219 1712985737.8815
MEM 134.949219 1712985737.9821
MEM 134.949219 1712985738.0826
MEM 134.949219 1712985738.1830
MEM 134.949219 1712985738.2834
MEM 134.949219 1712985738.3840
MEM 134.949219 1712985738.4846
MEM 134.949219 1712985738.5849
MEM 134.949219 1712985738.6856
MEM 134.949219 1712985738.7862
MEM 134.949219 1712985738.8869
MEM 134.949219 1712985738.9875
MEM 134.949219 1712985739.0878
MEM 134.949219 1712985739.1883
MEM 134.949219 1712985739.2888
MEM 134.949219 1712985739.3893
MEM 134.949219 1712985739.4896
MEM 134.949219 1712985739.5899
MEM 134.949219 1712985739.6902
MEM 134.949219 1712985739.7908
MEM 134.949219 1712985739.8914
MEM 134.949219 1712985739.9918
MEM 134.949219 1712985740.0923
MEM 134.949219 1712985740.1926
MEM 134.949219 1712985740.2931
MEM 134.949219 1712985740.3940
MEM 134.949219 1712985740.4943
MEM 134.949219 1712985740.5948
MEM 134.949219 1712985740.6954
MEM 134.949219 1712985740.7961
MEM 134.949219 1712985740.8968
MEM 134.949219 1712985740.9973
MEM 134.949219 1712985741.0977
MEM 134.949219 1712985741.1984
MEM 134.949219 1712985741.2991
MEM 134.949219 1712985741.3995
MEM 134.949219 1712985741.5003
MEM 134.949219 1712985741.6010
MEM 134.949219 1712985741.7020
MEM 134.949219 1712985741.8029
MEM 134.949219 1712985741.9034
MEM 134.949219 1712985742.0036
MEM 134.949219 1712985742.1041
MEM 134.949219 1712985742.2046
MEM 134.949219 1712985742.3051
MEM 134.949219 1712985742.4056
MEM 134.949219 1712985742.5062
MEM 134.949219 1712985742.6068
MEM 134.949219 1712985742.7072
MEM 134.949219 1712985742.8076
MEM 134.949219 1712985742.9081
MEM 134.949219 1712985743.0084
MEM 134.949219 1712985743.1092
MEM 134.949219 1712985743.2094
MEM 134.949219 1712985743.3102
MEM 134.949219 1712985743.4105
MEM 134.949219 1712985743.5110
MEM 134.949219 1712985743.6116
MEM 134.949219 1712985743.7118
MEM 134.949219 1712985743.8125
MEM 134.949219 1712985743.9129
MEM 134.949219 1712985744.0135
MEM 134.949219 1712985744.1139
MEM 134.949219 1712985744.2144
MEM 134.949219 1712985744.3148
MEM 134.949219 1712985744.4153
MEM 134.949219 1712985744.5156
MEM 134.949219 1712985744.6162
MEM 134.949219 1712985744.7169
MEM 134.949219 1712985744.8174
MEM 134.949219 1712985744.9178
MEM 134.949219 1712985745.0181
MEM 134.949219 1712985745.1184
MEM 134.949219 1712985745.2188
MEM 134.949219 1712985745.3191
MEM 134.949219 1712985745.4196
MEM 134.949219 1712985745.5200
MEM 134.949219 1712985745.6206
MEM 134.949219 1712985745.7213
MEM 134.949219 1712985745.8220
MEM 134.949219 1712985745.9224
MEM 134.949219 1712985746.0230
MEM 134.949219 1712985746.1235
MEM 134.949219 1712985746.2241
MEM 134.949219 1712985746.3245
MEM 134.949219 1712985746.4251
MEM 134.949219 1712985746.5258
MEM 134.949219 1712985746.6263
MEM 134.949219 1712985746.7270
MEM 134.949219 1712985746.8276
MEM 134.949219 1712985746.9281
MEM 134.949219 1712985747.0284
MEM 134.949219 1712985747.1288
MEM 134.949219 1712985747.2295
MEM 134.949219 1712985747.3742
MEM 134.949219 1712985747.4763
MEM 134.949219 1712985747.5765
MEM 134.949219 1712985747.6770
MEM 134.949219 1712985747.7775
MEM 134.949219 1712985747.8779
MEM 134.949219 1712985747.9785
MEM 134.949219 1712985748.0792
MEM 134.949219 1712985748.1795
MEM 134.949219 1712985748.2798
MEM 134.949219 1712985748.3801
MEM 134.949219 1712985748.4807
MEM 134.949219 1712985748.5810
MEM 134.949219 1712985748.6813
MEM 134.949219 1712985748.7817
MEM 134.949219 1712985748.8824
MEM 134.949219 1712985748.9828
MEM 134.949219 1712985749.0831
MEM 134.949219 1712985749.1834
MEM 134.949219 1712985749.2839
MEM 134.949219 1712985749.3845
MEM 134.949219 1712985749.4850
MEM 134.949219 1712985749.5853
MEM 134.949219 1712985749.6858
MEM 134.949219 1712985749.7865
MEM 134.949219 1712985749.8868
MEM 134.949219 1712985749.9875
MEM 134.949219 1712985750.0881
MEM 134.949219 1712985750.1886
MEM 134.949219 1712985750.2889
MEM 134.949219 1712985750.3892
MEM 134.949219 1712985750.4895
MEM 134.949219 1712985750.5897
MEM 134.949219 1712985750.6902
MEM 134.949219 1712985750.7908
MEM 134.949219 1712985750.8911
MEM 134.949219 1712985750.9916
MEM 134.949219 1712985751.0918
MEM 134.949219 1712985751.1920
MEM 134.949219 1712985751.2926
MEM 134.949219 1712985751.3933
MEM 134.949219 1712985751.4940
MEM 134.949219 1712985751.5943
MEM 134.949219 1712985751.6947
MEM 134.949219 1712985751.7950
MEM 134.949219 1712985751.8955
MEM 134.949219 1712985751.9961
MEM 134.949219 1712985752.0964
MEM 134.949219 1712985752.1967
MEM 134.949219 1712985752.2973
MEM 134.949219 1712985752.3978
MEM 134.949219 1712985752.4986
MEM 134.949219 1712985752.5992
MEM 134.949219 1712985752.6996
MEM 134.949219 1712985752.8009
MEM 134.949219 1712985752.9011
MEM 134.949219 1712985753.0019
MEM 134.949219 1712985753.1026
MEM 134.949219 1712985753.2033
MEM 134.949219 1712985753.3036
MEM 134.949219 1712985753.4042
MEM 134.949219 1712985753.5049
MEM 134.949219 1712985753.6053
MEM 134.949219 1712985753.7060
MEM 134.949219 1712985753.8063
MEM 134.949219 1712985753.9069
MEM 134.949219 1712985754.0074
MEM 134.949219 1712985754.1078
MEM 134.949219 1712985754.2089
MEM 134.949219 1712985754.3095
MEM 134.949219 1712985754.4101
MEM 134.949219 1712985754.5106
MEM 134.949219 1712985754.6111
MEM 134.949219 1712985754.7114
MEM 134.949219 1712985754.8117
MEM 134.949219 1712985754.9119
MEM 134.949219 1712985755.0124
MEM 134.949219 1712985755.1128
MEM 134.949219 1712985755.2134
MEM 134.949219 1712985755.3138
MEM 134.949219 1712985755.4147
MEM 134.949219 1712985755.5154
MEM 134.949219 1712985755.6157
MEM 134.949219 1712985755.7163
MEM 134.949219 1712985755.8168
MEM 134.949219 1712985755.9171
MEM 134.949219 1712985756.0177
MEM 134.949219 1712985756.1181
MEM 134.949219 1712985756.2186
MEM 134.949219 1712985756.3193
MEM 134.949219 1712985756.4200
MEM 134.949219 1712985756.5203
MEM 134.949219 1712985756.6208
MEM 134.949219 1712985756.7210
MEM 134.949219 1712985756.8216
MEM 134.949219 1712985756.9219
MEM 134.949219 1712985757.0221
MEM 134.949219 1712985757.1224
MEM 134.949219 1712985757.2230
MEM 134.949219 1712985757.3240
MEM 134.949219 1712985757.4245
MEM 134.949219 1712985757.5252
MEM 134.949219 1712985757.6261
MEM 134.949219 1712985757.7267
MEM 134.949219 1712985757.8272
MEM 134.949219 1712985757.9277
MEM 134.949219 1712985758.0281
MEM 134.949219 1712985758.1287
MEM 134.949219 1712985758.2291
MEM 134.949219 1712985758.3298
MEM 134.949219 1712985758.4303
MEM 134.949219 1712985758.5310
MEM 134.949219 1712985758.6318
MEM 134.949219 1712985758.7323
MEM 134.949219 1712985758.8326
MEM 134.949219 1712985758.9330
MEM 134.949219 1712985759.0335
MEM 134.949219 1712985759.1338
MEM 134.949219 1712985759.2344
MEM 134.949219 1712985759.3350
MEM 134.949219 1712985759.4355
MEM 134.949219 1712985759.5360
MEM 134.949219 1712985759.6365
MEM 134.949219 1712985759.7371
MEM 134.949219 1712985759.8373
MEM 134.949219 1712985759.9376
MEM 134.949219 1712985760.0382
MEM 134.949219 1712985760.1386
MEM 134.949219 1712985760.2391
MEM 134.949219 1712985760.3396
MEM 134.949219 1712985760.4401
MEM 134.949219 1712985760.5404
MEM 134.949219 1712985760.6410
MEM 134.949219 1712985760.7413
MEM 134.949219 1712985760.8417
MEM 134.949219 1712985760.9425
MEM 134.949219 1712985761.0430
MEM 134.949219 1712985761.1432
MEM 134.949219 1712985761.2437
MEM 134.949219 1712985761.3440
MEM 134.949219 1712985761.4443
MEM 134.949219 1712985761.5449
MEM 134.949219 1712985761.6455
MEM 134.949219 1712985761.7458
MEM 134.949219 1712985761.8462
MEM 134.949219 1712985761.9468
MEM 134.949219 1712985762.0473
MEM 134.949219 1712985762.1478
MEM 134.949219 1712985762.2481
MEM 134.949219 1712985762.3487
MEM 134.949219 1712985762.4490
MEM 134.949219 1712985762.5494
MEM 134.949219 1712985762.6510
MEM 134.949219 1712985762.7515
MEM 134.949219 1712985762.8519
MEM 134.949219 1712985762.9524
MEM 134.949219 1712985763.0529
MEM 134.949219 1712985763.1533
MEM 134.949219 1712985763.2538
MEM 134.949219 1712985763.3544
MEM 134.949219 1712985763.4549
MEM 134.949219 1712985763.5563
MEM 134.949219 1712985763.6569
MEM 134.949219 1712985763.7572
MEM 134.949219 1712985763.8577
MEM 134.949219 1712985763.9583
MEM 134.949219 1712985764.0586
MEM 134.949219 1712985764.1592
MEM 134.949219 1712985764.2597
MEM 134.949219 1712985764.3602
MEM 134.949219 1712985764.4607
MEM 134.949219 1712985764.5612
MEM 134.949219 1712985764.6616
MEM 134.949219 1712985764.7620
MEM 134.949219 1712985764.8630
MEM 134.949219 1712985764.9635
MEM 134.949219 1712985765.0641
MEM 134.949219 1712985765.1648
MEM 134.949219 1712985765.2652
MEM 134.949219 1712985765.3664
MEM 134.949219 1712985765.4667
MEM 134.949219 1712985765.5671
MEM 134.949219 1712985765.6675
MEM 134.949219 1712985765.7677
MEM 134.949219 1712985765.8683
MEM 134.949219 1712985765.9687
MEM 134.949219 1712985766.0694
MEM 134.949219 1712985766.1697
MEM 134.949219 1712985766.2701
MEM 134.949219 1712985766.3705
MEM 134.949219 1712985766.4708
MEM 134.949219 1712985766.5710
MEM 134.949219 1712985766.6713
MEM 134.949219 1712985766.7719
MEM 134.949219 1712985766.8724
MEM 134.949219 1712985766.9731
MEM 134.949219 1712985767.0736
MEM 134.949219 1712985767.1741
MEM 134.949219 1712985767.2749
MEM 134.949219 1712985767.3758
MEM 134.949219 1712985767.4763
MEM 134.949219 1712985767.5765
MEM 134.949219 1712985767.6772
MEM 134.949219 1712985767.7778
MEM 134.949219 1712985767.8783
MEM 134.949219 1712985767.9787
MEM 134.949219 1712985768.0792
MEM 134.949219 1712985768.1804
MEM 134.949219 1712985768.2812
MEM 134.949219 1712985768.3818
MEM 134.949219 1712985768.4825
MEM 134.949219 1712985768.5832
MEM 134.949219 1712985768.6839
MEM 134.949219 1712985768.7842
MEM 134.949219 1712985768.8850
MEM 134.949219 1712985768.9858
MEM 134.949219 1712985769.0862
MEM 134.949219 1712985769.1866
MEM 134.949219 1712985769.2872
MEM 134.949219 1712985769.3878
MEM 134.949219 1712985769.4884
MEM 134.949219 1712985769.5886
MEM 134.949219 1712985769.6889
MEM 134.949219 1712985769.7894
MEM 134.949219 1712985769.8898
MEM 134.949219 1712985769.9902
MEM 134.949219 1712985770.0909
MEM 134.949219 1712985770.1911
MEM 134.949219 1712985770.2915
MEM 134.949219 1712985770.3918
MEM 134.949219 1712985770.4923
MEM 134.949219 1712985770.5932
MEM 134.949219 1712985770.6938
MEM 134.949219 1712985770.7941
MEM 134.949219 1712985770.8947
MEM 134.949219 1712985770.9955
MEM 134.949219 1712985771.0959
MEM 134.949219 1712985771.1963
MEM 134.949219 1712985771.2969
MEM 134.949219 1712985771.3973
MEM 134.949219 1712985771.4975
MEM 134.949219 1712985771.5978
MEM 134.949219 1712985771.6981
MEM 134.949219 1712985771.7988
MEM 134.949219 1712985771.8996
MEM 134.949219 1712985771.9999
MEM 134.949219 1712985772.1008
MEM 134.949219 1712985772.2016
MEM 134.949219 1712985772.3019
MEM 134.949219 1712985772.4026
MEM 134.949219 1712985772.5033
MEM 134.949219 1712985772.6038
MEM 134.949219 1712985772.7046
MEM 134.949219 1712985772.8049
MEM 134.949219 1712985772.9052
MEM 134.949219 1712985773.0056
MEM 134.949219 1712985773.1063
MEM 134.949219 1712985773.2066
MEM 134.949219 1712985773.3073
MEM 134.949219 1712985773.4081
MEM 134.949219 1712985773.5086
MEM 134.949219 1712985773.6093
MEM 134.949219 1712985773.7097
MEM 134.949219 1712985773.8103
MEM 134.949219 1712985773.9107
MEM 134.949219 1712985774.0113
MEM 134.949219 1712985774.1121
MEM 134.949219 1712985774.2127
MEM 134.949219 1712985774.3133
MEM 134.949219 1712985774.4136
MEM 134.949219 1712985774.5142
MEM 134.949219 1712985774.6154
MEM 134.949219 1712985774.7159
MEM 134.949219 1712985774.8164
MEM 134.949219 1712985774.9170
MEM 134.949219 1712985775.0175
MEM 134.949219 1712985775.1181
MEM 134.949219 1712985775.2189
MEM 134.949219 1712985775.3193
MEM 134.949219 1712985775.4200
MEM 134.949219 1712985775.5206
MEM 134.949219 1712985775.6214
MEM 134.949219 1712985775.7218
MEM 134.949219 1712985775.8224
MEM 134.949219 1712985775.9227
MEM 134.949219 1712985776.0230
MEM 134.949219 1712985776.1238
MEM 134.949219 1712985776.2250
MEM 134.949219 1712985776.3252
MEM 134.949219 1712985776.4255
MEM 134.949219 1712985776.5259
MEM 134.949219 1712985776.6264
MEM 134.949219 1712985776.7268
MEM 134.949219 1712985776.8275
MEM 134.949219 1712985776.9282
MEM 134.949219 1712985777.0286
MEM 134.949219 1712985777.1290
MEM 134.949219 1712985777.2295
MEM 134.949219 1712985777.3299
MEM 134.949219 1712985777.4303
MEM 134.949219 1712985777.5310
MEM 134.949219 1712985777.6315
MEM 134.949219 1712985777.7323
MEM 134.949219 1712985777.8327
MEM 134.949219 1712985777.9329
MEM 134.949219 1712985778.0335
MEM 134.949219 1712985778.1341
MEM 134.949219 1712985778.2347
MEM 134.949219 1712985778.3355
MEM 134.949219 1712985778.4363
MEM 134.949219 1712985778.5369
MEM 134.949219 1712985778.6375
MEM 134.949219 1712985778.7383
MEM 134.949219 1712985778.8389
MEM 134.949219 1712985778.9394
MEM 134.949219 1712985779.0401
MEM 134.949219 1712985779.1408
MEM 134.949219 1712985779.2415
MEM 134.949219 1712985779.3423
MEM 134.949219 1712985779.4430
MEM 134.949219 1712985779.5437
MEM 134.949219 1712985779.6443
MEM 134.949219 1712985779.7447
MEM 134.949219 1712985779.8454
MEM 134.949219 1712985779.9457
MEM 134.949219 1712985780.0461
MEM 134.949219 1712985780.1469
MEM 134.949219 1712985780.2471
MEM 134.949219 1712985780.3479
MEM 134.949219 1712985780.4485
MEM 134.949219 1712985780.5489
MEM 134.949219 1712985780.6497
MEM 134.949219 1712985780.7506
MEM 134.949219 1712985780.8512
MEM 134.949219 1712985780.9519
MEM 134.949219 1712985781.0521
MEM 134.949219 1712985781.1524
MEM 134.949219 1712985781.2526
MEM 134.949219 1712985781.3531
MEM 134.949219 1712985781.4536
MEM 134.949219 1712985781.5540
MEM 134.949219 1712985781.6547
MEM 134.949219 1712985781.7555
MEM 134.949219 1712985781.8557
MEM 134.949219 1712985781.9561
MEM 134.949219 1712985782.0564
MEM 134.949219 1712985782.1568
MEM 134.949219 1712985782.2571
MEM 134.949219 1712985782.3578
MEM 134.949219 1712985782.4583
MEM 134.949219 1712985782.5591
MEM 134.949219 1712985782.6598
MEM 134.949219 1712985782.7606
MEM 134.949219 1712985782.8611
MEM 134.949219 1712985782.9613
MEM 134.949219 1712985783.0619
MEM 134.949219 1712985783.1626
MEM 134.949219 1712985783.2632
MEM 134.949219 1712985783.3638
MEM 134.949219 1712985783.4641
MEM 134.949219 1712985783.5648
MEM 134.949219 1712985783.6653
MEM 134.949219 1712985783.7659
MEM 134.949219 1712985783.8663
MEM 134.949219 1712985783.9670
MEM 134.949219 1712985784.0674
MEM 134.949219 1712985784.1680
MEM 134.949219 1712985784.2686
MEM 134.949219 1712985784.3690
MEM 134.949219 1712985784.4695
MEM 134.949219 1712985784.5703
MEM 134.949219 1712985784.6709
MEM 134.949219 1712985784.7716
MEM 134.949219 1712985784.8719
MEM 134.949219 1712985784.9725
MEM 134.949219 1712985785.0729
MEM 134.949219 1712985785.1735
MEM 134.949219 1712985785.2744
MEM 134.949219 1712985785.3751
MEM 134.949219 1712985785.4753
MEM 134.949219 1712985785.5760
MEM 134.949219 1712985785.6766
MEM 134.949219 1712985785.7770
MEM 134.949219 1712985785.8777
MEM 134.949219 1712985785.9784
MEM 134.949219 1712985786.0788
MEM 134.949219 1712985786.1794
MEM 134.949219 1712985786.2801
MEM 134.949219 1712985786.3806
MEM 134.949219 1712985786.4812
MEM 134.949219 1712985786.5818
MEM 134.949219 1712985786.6824
MEM 134.949219 1712985786.7829
MEM 134.949219 1712985786.8836
MEM 134.949219 1712985786.9841
MEM 134.949219 1712985787.0844
MEM 134.949219 1712985787.1847
MEM 134.949219 1712985787.2850
MEM 134.949219 1712985787.3857
MEM 134.949219 1712985787.4862
MEM 134.949219 1712985787.5869
MEM 134.949219 1712985787.6875
MEM 134.949219 1712985787.7880
MEM 134.949219 1712985787.8886
MEM 134.949219 1712985787.9893
MEM 134.949219 1712985788.0902
MEM 134.949219 1712985788.1908
MEM 134.949219 1712985788.2914
MEM 135.011719 1712985788.3921
MEM 135.011719 1712985788.4926
MEM 135.011719 1712985788.5931
MEM 135.011719 1712985788.6939
MEM 135.011719 1712985788.7943
MEM 135.011719 1712985788.8950
MEM 135.011719 1712985788.9957
MEM 135.011719 1712985789.0962
MEM 135.011719 1712985789.1965
MEM 135.011719 1712985789.2972
MEM 135.011719 1712985789.3975
MEM 135.011719 1712985789.4978
MEM 135.011719 1712985789.5984
MEM 135.011719 1712985789.6987
MEM 135.011719 1712985789.7994
MEM 135.011719 1712985789.9001
MEM 135.011719 1712985790.0009
MEM 135.011719 1712985790.1013
MEM 135.011719 1712985790.2018
MEM 135.011719 1712985790.3023
MEM 135.011719 1712985790.4028
MEM 135.011719 1712985790.5034
MEM 135.011719 1712985790.6038
MEM 135.011719 1712985790.7044
MEM 135.011719 1712985790.8049
MEM 135.011719 1712985790.9056
MEM 135.011719 1712985791.0059
MEM 135.011719 1712985791.1063
MEM 135.011719 1712985791.2065
MEM 135.011719 1712985791.3070
MEM 135.011719 1712985791.4080
MEM 135.011719 1712985791.5086
MEM 135.011719 1712985791.6089
MEM 135.011719 1712985791.7097
MEM 135.011719 1712985791.8102
MEM 135.011719 1712985791.9112
MEM 135.011719 1712985792.0117
MEM 135.011719 1712985792.1122
MEM 135.011719 1712985792.2125
MEM 135.011719 1712985792.3129
MEM 135.011719 1712985792.4137
MEM 135.011719 1712985792.5144
MEM 135.011719 1712985792.6152
MEM 135.011719 1712985792.7157
MEM 135.011719 1712985792.8163
MEM 135.011719 1712985792.9167
MEM 135.011719 1712985793.0171
MEM 135.011719 1712985793.1179
MEM 135.011719 1712985793.2181
MEM 135.011719 1712985793.3187
MEM 135.011719 1712985793.4192
MEM 135.011719 1712985793.5195
MEM 135.011719 1712985793.6201
MEM 135.011719 1712985793.7206
MEM 135.011719 1712985793.8211
MEM 135.011719 1712985793.9217
MEM 135.011719 1712985794.0221
MEM 135.011719 1712985794.1227
MEM 135.011719 1712985794.2233
MEM 135.011719 1712985794.3236
MEM 135.011719 1712985794.4242
MEM 135.011719 1712985794.5248
MEM 135.011719 1712985794.6254
MEM 135.011719 1712985794.7260
MEM 135.011719 1712985794.8269
MEM 135.011719 1712985794.9275
MEM 135.011719 1712985795.0282
MEM 135.011719 1712985795.1288
MEM 135.011719 1712985795.2292
MEM 135.011719 1712985795.3297
MEM 135.011719 1712985795.4300
MEM 135.011719 1712985795.5303
MEM 135.011719 1712985795.6305
MEM 135.011719 1712985795.7310
MEM 135.011719 1712985795.8313
MEM 135.011719 1712985795.9316
MEM 135.011719 1712985796.0320
MEM 135.011719 1712985796.1326
MEM 135.011719 1712985796.2332
MEM 135.011719 1712985796.3337
MEM 135.011719 1712985796.4341
MEM 135.011719 1712985796.5345
MEM 135.011719 1712985796.6352
MEM 135.011719 1712985796.7359
MEM 135.011719 1712985796.8364
MEM 135.011719 1712985796.9369
MEM 135.011719 1712985797.0374
MEM 135.011719 1712985797.1381
MEM 135.011719 1712985797.2386
MEM 135.011719 1712985797.3395
MEM 135.011719 1712985797.4402
MEM 135.011719 1712985797.5408
MEM 135.011719 1712985797.6415
MEM 135.011719 1712985797.7422
MEM 135.011719 1712985797.8425
MEM 135.011719 1712985797.9429
MEM 135.011719 1712985798.0436
MEM 135.011719 1712985798.1447
MEM 135.011719 1712985798.2454
MEM 135.011719 1712985798.3461
MEM 135.011719 1712985798.4468
MEM 135.011719 1712985798.5472
MEM 135.011719 1712985798.6478
MEM 135.011719 1712985798.7479
MEM 135.011719 1712985798.8487
MEM 135.011719 1712985798.9496
MEM 135.011719 1712985799.0502
MEM 135.011719 1712985799.1508
MEM 135.011719 1712985799.2516
MEM 135.011719 1712985799.3521
MEM 135.011719 1712985799.4528
MEM 135.011719 1712985799.5534
MEM 135.011719 1712985799.6538
MEM 135.011719 1712985799.7540
MEM 135.011719 1712985799.8545
MEM 135.011719 1712985799.9548
MEM 135.011719 1712985800.0551
MEM 135.011719 1712985800.1556
MEM 135.011719 1712985800.2562
MEM 135.011719 1712985800.3567
MEM 135.011719 1712985800.4573
MEM 135.011719 1712985800.5586
MEM 135.011719 1712985800.6591
MEM 135.011719 1712985800.7594
MEM 135.011719 1712985800.8598
MEM 135.011719 1712985800.9605
MEM 135.011719 1712985801.0611
MEM 135.011719 1712985801.1617
MEM 135.011719 1712985801.2622
MEM 135.011719 1712985801.3630
MEM 135.011719 1712985801.4636
MEM 135.011719 1712985801.5643
MEM 135.011719 1712985801.6647
MEM 135.011719 1712985801.7651
MEM 135.011719 1712985801.8659
MEM 135.011719 1712985801.9662
MEM 135.011719 1712985802.0669
MEM 135.011719 1712985802.1671
MEM 135.011719 1712985802.2679
MEM 135.011719 1712985802.3683
MEM 135.011719 1712985802.4687
MEM 135.011719 1712985802.5692
MEM 135.011719 1712985802.6699
MEM 135.011719 1712985802.7704
MEM 135.011719 1712985802.8708
MEM 135.011719 1712985802.9712
MEM 135.011719 1712985803.0718
MEM 135.011719 1712985803.1725
MEM 135.011719 1712985803.2727
MEM 135.011719 1712985803.3731
MEM 135.011719 1712985803.4734
MEM 135.011719 1712985803.5740
MEM 135.011719 1712985803.6748
MEM 135.011719 1712985803.7753
MEM 135.011719 1712985803.8756
MEM 135.011719 1712985803.9761
MEM 135.011719 1712985804.0766
MEM 135.011719 1712985804.1770
MEM 135.011719 1712985804.2775
MEM 135.011719 1712985804.3782
MEM 135.011719 1712985804.4784
MEM 135.011719 1712985804.5790
MEM 135.011719 1712985804.6793
MEM 135.011719 1712985804.7800
MEM 135.011719 1712985804.8803
MEM 135.011719 1712985804.9806
MEM 135.011719 1712985805.0810
MEM 135.011719 1712985805.1812
MEM 135.011719 1712985805.2819
MEM 135.011719 1712985805.3824
MEM 135.011719 1712985805.4829
MEM 135.011719 1712985805.5836
MEM 135.011719 1712985805.6844
MEM 135.011719 1712985805.7850
MEM 135.011719 1712985805.8855
MEM 135.011719 1712985805.9859
MEM 135.011719 1712985806.0864
MEM 135.011719 1712985806.1869
MEM 135.011719 1712985806.2875
MEM 135.011719 1712985806.3882
MEM 135.011719 1712985806.4887
MEM 135.011719 1712985806.5894
MEM 135.011719 1712985806.6898
MEM 135.011719 1712985806.7904
MEM 135.011719 1712985806.8911
MEM 135.011719 1712985806.9916
MEM 135.011719 1712985807.0921
MEM 135.011719 1712985807.1926
MEM 135.011719 1712985807.2930
MEM 135.011719 1712985807.3934
MEM 135.011719 1712985807.4936
MEM 135.011719 1712985807.5941
MEM 135.011719 1712985807.6946
MEM 135.011719 1712985807.7952
MEM 135.011719 1712985807.8956
MEM 135.011719 1712985807.9962
MEM 135.011719 1712985808.0966
MEM 135.011719 1712985808.1971
MEM 135.011719 1712985808.2973
MEM 135.011719 1712985808.3982
MEM 135.011719 1712985808.4988
MEM 135.011719 1712985808.5991
MEM 135.011719 1712985808.6998
MEM 135.011719 1712985808.8004
MEM 135.011719 1712985808.9008
MEM 135.011719 1712985809.0015
MEM 135.011719 1712985809.1020
MEM 135.011719 1712985809.2026
MEM 135.011719 1712985809.3029
MEM 135.011719 1712985809.4034
MEM 135.011719 1712985809.5040
MEM 135.011719 1712985809.6045
MEM 135.011719 1712985809.7049
MEM 135.011719 1712985809.8051
MEM 135.011719 1712985809.9059
MEM 135.011719 1712985810.0066
MEM 135.011719 1712985810.1070
MEM 135.011719 1712985810.2077
MEM 135.011719 1712985810.3082
MEM 135.011719 1712985810.4086
MEM 135.011719 1712985810.5093
MEM 135.011719 1712985810.6098
MEM 135.011719 1712985810.7104
MEM 135.011719 1712985810.8112
MEM 135.011719 1712985810.9118
MEM 135.011719 1712985811.0125
MEM 135.011719 1712985811.1133
MEM 135.011719 1712985811.2135
MEM 135.011719 1712985811.3140
MEM 135.011719 1712985811.4143
MEM 135.011719 1712985811.5148
MEM 135.011719 1712985811.6156
MEM 135.011719 1712985811.7163
MEM 135.011719 1712985811.8168
MEM 135.011719 1712985811.9176
MEM 135.011719 1712985812.0178
MEM 135.011719 1712985812.1182
MEM 135.011719 1712985812.2188
MEM 135.011719 1712985812.3192
MEM 135.011719 1712985812.4199
MEM 135.011719 1712985812.5203
MEM 135.011719 1712985812.6210
MEM 135.011719 1712985812.7220
MEM 135.011719 1712985812.8225
MEM 135.011719 1712985812.9228
MEM 135.011719 1712985813.0232
MEM 135.011719 1712985813.1238
MEM 135.011719 1712985813.2242
MEM 135.011719 1712985813.3247
MEM 135.011719 1712985813.4251
MEM 135.011719 1712985813.5260
MEM 135.011719 1712985813.6263
MEM 135.011719 1712985813.7269
MEM 135.011719 1712985813.8274
MEM 135.011719 1712985813.9276
MEM 135.011719 1712985814.0282
