CMDLINE C:\Users\drako\AppData\Local\Microsoft\WindowsApps\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\python.exe julia_set_memory_profiling.py
MEM 135.824219 1712986297.9833
MEM 135.824219 1712986298.0837
MEM 135.824219 1712986298.1843
MEM 135.824219 1712986298.2850
MEM 135.824219 1712986298.3858
MEM 135.824219 1712986298.4862
MEM 135.824219 1712986298.5870
MEM 135.824219 1712986298.6877
MEM 135.824219 1712986298.7884
MEM 135.824219 1712986298.8891
MEM 135.824219 1712986298.9892
MEM 135.824219 1712986299.0897
MEM 135.824219 1712986299.1901
MEM 135.824219 1712986299.2907
MEM 135.824219 1712986299.3916
MEM 135.824219 1712986299.4923
MEM 135.824219 1712986299.5929
MEM 135.824219 1712986299.6934
MEM 135.824219 1712986299.7940
MEM 135.824219 1712986299.8945
MEM 135.824219 1712986299.9949
MEM 135.824219 1712986300.0954
MEM 135.824219 1712986300.1959
MEM 135.824219 1712986300.2961
MEM 135.824219 1712986300.3965
MEM 135.824219 1712986300.4970
MEM 135.824219 1712986300.5977
MEM 135.824219 1712986300.6983
MEM 135.824219 1712986300.7991
MEM 135.824219 1712986300.8996
MEM 135.824219 1712986301.0003
MEM 135.824219 1712986301.1007
MEM 135.824219 1712986301.2013
MEM 135.824219 1712986301.3020
MEM 135.824219 1712986301.4022
MEM 135.824219 1712986301.5027
MEM 135.886719 1712986301.6033
MEM 135.886719 1712986301.7038
MEM 135.886719 1712986301.8041
MEM 135.886719 1712986301.9047
MEM 135.886719 1712986302.0051
MEM 135.886719 1712986302.1054
MEM 135.886719 1712986302.2059
MEM 135.886719 1712986302.3071
MEM 135.886719 1712986302.4080
MEM 135.886719 1712986302.5086
MEM 135.886719 1712986302.6093
MEM 135.886719 1712986302.7099
MEM 135.886719 1712986302.8104
MEM 135.886719 1712986302.9107
MEM 135.886719 1712986303.0112
MEM 135.886719 1712986303.1116
MEM 135.886719 1712986303.2124
MEM 135.886719 1712986303.3131
MEM 135.886719 1712986303.4139
MEM 135.886719 1712986303.5146
MEM 135.886719 1712986303.6154
MEM 135.886719 1712986303.7162
MEM 135.886719 1712986303.8170
MEM 135.886719 1712986303.9172
MEM 135.886719 1712986304.0174
MEM 135.886719 1712986304.1176
MEM 135.886719 1712986304.2182
MEM 135.886719 1712986304.3189
MEM 135.886719 1712986304.4193
MEM 135.886719 1712986304.5201
MEM 135.886719 1712986304.6207
MEM 135.886719 1712986304.7217
MEM 135.886719 1712986304.8221
MEM 135.886719 1712986304.9225
MEM 135.886719 1712986305.0233
MEM 135.886719 1712986305.1235
MEM 135.886719 1712986305.2241
MEM 135.886719 1712986305.3248
MEM 135.886719 1712986305.4252
MEM 135.886719 1712986305.5261
MEM 135.886719 1712986305.6265
MEM 135.886719 1712986305.7271
MEM 135.886719 1712986305.8278
MEM 135.886719 1712986305.9285
MEM 135.886719 1712986306.0289
MEM 135.886719 1712986306.1296
MEM 135.886719 1712986306.2304
MEM 135.886719 1712986306.3311
MEM 135.886719 1712986306.4322
MEM 135.886719 1712986306.5326
MEM 135.886719 1712986306.6329
MEM 135.886719 1712986306.7334
MEM 135.886719 1712986306.8339
MEM 135.886719 1712986306.9345
MEM 135.886719 1712986307.0353
MEM 135.886719 1712986307.1361
MEM 135.886719 1712986307.2368
MEM 135.886719 1712986307.3371
MEM 135.886719 1712986307.4376
MEM 135.886719 1712986307.5380
MEM 135.886719 1712986307.6386
MEM 135.886719 1712986307.7393
MEM 135.886719 1712986307.8399
MEM 135.886719 1712986307.9402
MEM 135.886719 1712986308.0407
MEM 135.886719 1712986308.1412
MEM 135.886719 1712986308.2417
MEM 135.886719 1712986308.3422
MEM 135.886719 1712986308.4429
MEM 135.886719 1712986308.5433
MEM 135.886719 1712986308.6440
MEM 135.886719 1712986308.7448
MEM 135.886719 1712986308.8455
MEM 135.886719 1712986308.9458
MEM 135.886719 1712986309.0463
MEM 135.886719 1712986309.1466
MEM 135.886719 1712986309.2472
MEM 135.886719 1712986309.3476
MEM 135.886719 1712986309.4481
MEM 135.886719 1712986309.5491
MEM 135.886719 1712986309.6498
MEM 135.886719 1712986309.7504
MEM 135.886719 1712986309.8511
MEM 135.886719 1712986309.9514
MEM 135.886719 1712986310.0517
MEM 135.886719 1712986310.1519
MEM 135.886719 1712986310.2526
MEM 135.886719 1712986310.3534
MEM 135.886719 1712986310.4537
MEM 135.886719 1712986310.5544
MEM 135.886719 1712986310.6548
MEM 135.886719 1712986310.7554
MEM 135.886719 1712986310.8563
MEM 135.886719 1712986310.9569
MEM 135.886719 1712986311.0573
MEM 135.886719 1712986311.1577
MEM 135.886719 1712986311.2584
MEM 135.886719 1712986311.3590
MEM 135.886719 1712986311.4596
MEM 135.886719 1712986311.5601
MEM 135.886719 1712986311.6608
MEM 135.886719 1712986311.7613
MEM 135.886719 1712986311.8621
MEM 135.886719 1712986311.9627
MEM 135.886719 1712986312.0635
MEM 135.886719 1712986312.1638
MEM 135.886719 1712986312.2641
MEM 135.886719 1712986312.3647
MEM 135.886719 1712986312.4650
MEM 135.886719 1712986312.5655
MEM 135.886719 1712986312.6659
MEM 135.886719 1712986312.7666
MEM 135.886719 1712986312.8672
MEM 135.886719 1712986312.9678
MEM 135.886719 1712986313.0682
MEM 135.886719 1712986313.1689
MEM 135.886719 1712986313.2692
MEM 135.886719 1712986313.3696
MEM 135.886719 1712986313.4701
MEM 135.886719 1712986313.5709
MEM 135.886719 1712986313.6712
MEM 135.886719 1712986313.7717
MEM 135.886719 1712986313.8721
MEM 135.886719 1712986313.9726
MEM 135.886719 1712986314.0736
MEM 135.886719 1712986314.1741
MEM 135.886719 1712986314.2749
MEM 135.886719 1712986314.3753
MEM 135.886719 1712986314.4759
MEM 135.886719 1712986314.5766
MEM 135.886719 1712986314.6769
MEM 135.886719 1712986314.7774
MEM 135.886719 1712986314.8777
MEM 135.886719 1712986314.9784
MEM 135.886719 1712986315.0789
MEM 135.886719 1712986315.1795
MEM 135.886719 1712986315.2800
MEM 135.886719 1712986315.3806
MEM 135.886719 1712986315.4812
MEM 135.886719 1712986315.5816
MEM 135.886719 1712986315.6820
MEM 135.886719 1712986315.7824
MEM 135.886719 1712986315.8830
MEM 135.886719 1712986315.9834
MEM 135.886719 1712986316.0838
MEM 135.886719 1712986316.1843
MEM 135.886719 1712986316.2846
MEM 135.886719 1712986316.3854
MEM 135.886719 1712986316.4860
MEM 135.886719 1712986316.5866
MEM 135.886719 1712986316.6874
MEM 135.886719 1712986316.7882
MEM 135.886719 1712986316.8887
MEM 135.886719 1712986316.9895
MEM 135.886719 1712986317.0901
MEM 135.886719 1712986317.1905
MEM 135.886719 1712986317.2912
MEM 135.886719 1712986317.3919
MEM 135.886719 1712986317.4922
MEM 135.886719 1712986317.5930
MEM 135.886719 1712986317.6936
MEM 135.886719 1712986317.7941
MEM 135.886719 1712986317.8947
MEM 135.886719 1712986317.9954
MEM 135.886719 1712986318.0959
MEM 135.886719 1712986318.1966
MEM 135.886719 1712986318.2969
MEM 135.886719 1712986318.3975
MEM 135.886719 1712986318.4984
MEM 135.886719 1712986318.5991
MEM 135.886719 1712986318.6995
MEM 135.886719 1712986318.7999
MEM 135.886719 1712986318.9003
MEM 135.886719 1712986319.0009
MEM 135.886719 1712986319.1014
MEM 135.886719 1712986319.2020
MEM 135.886719 1712986319.3025
MEM 135.886719 1712986319.4029
MEM 135.886719 1712986319.5033
MEM 135.886719 1712986319.6036
MEM 135.886719 1712986319.7042
MEM 135.886719 1712986319.8047
MEM 135.886719 1712986319.9052
MEM 135.886719 1712986320.0059
MEM 135.886719 1712986320.1067
MEM 135.886719 1712986320.2074
MEM 135.886719 1712986320.3080
MEM 135.886719 1712986320.4084
MEM 135.886719 1712986320.5088
MEM 135.886719 1712986320.6093
MEM 135.886719 1712986320.7098
MEM 135.886719 1712986320.8105
MEM 135.886719 1712986320.9113
MEM 135.886719 1712986321.0117
MEM 135.886719 1712986321.1122
MEM 135.886719 1712986321.2126
MEM 135.886719 1712986321.3131
MEM 135.886719 1712986321.4132
MEM 135.886719 1712986321.5138
MEM 135.886719 1712986321.6142
MEM 135.886719 1712986321.7150
MEM 135.886719 1712986321.8158
MEM 135.886719 1712986321.9163
MEM 135.886719 1712986322.0171
MEM 135.886719 1712986322.1179
MEM 135.886719 1712986322.2182
MEM 135.886719 1712986322.3187
MEM 135.886719 1712986322.4191
MEM 135.886719 1712986322.5198
MEM 135.886719 1712986322.6204
MEM 135.886719 1712986322.7210
MEM 135.886719 1712986322.8215
MEM 135.886719 1712986322.9219
MEM 135.886719 1712986323.0223
MEM 135.886719 1712986323.1232
MEM 135.886719 1712986323.2235
MEM 135.886719 1712986323.3243
MEM 135.886719 1712986323.4248
MEM 135.886719 1712986323.5254
MEM 135.886719 1712986323.6257
MEM 135.886719 1712986323.7263
MEM 135.886719 1712986323.8268
MEM 135.886719 1712986323.9272
MEM 135.886719 1712986324.0275
MEM 135.886719 1712986324.1283
MEM 135.886719 1712986324.2291
MEM 135.886719 1712986324.3299
MEM 135.886719 1712986324.4302
MEM 135.886719 1712986324.5309
MEM 135.886719 1712986324.6316
MEM 135.886719 1712986324.7324
MEM 135.886719 1712986324.8329
MEM 135.886719 1712986324.9334
MEM 135.886719 1712986325.0337
MEM 135.886719 1712986325.1344
MEM 135.886719 1712986325.2351
MEM 135.886719 1712986325.3356
MEM 135.886719 1712986325.4362
MEM 135.886719 1712986325.5369
MEM 135.886719 1712986325.6373
MEM 135.886719 1712986325.7379
MEM 135.886719 1712986325.8384
MEM 135.886719 1712986325.9390
MEM 135.886719 1712986326.0396
MEM 135.886719 1712986326.1404
MEM 135.886719 1712986326.2413
MEM 135.886719 1712986326.3416
MEM 135.886719 1712986326.4423
MEM 135.886719 1712986326.5429
MEM 135.886719 1712986326.6435
MEM 135.886719 1712986326.7442
MEM 135.886719 1712986326.8446
MEM 135.886719 1712986326.9452
MEM 135.886719 1712986327.0455
MEM 135.886719 1712986327.1463
MEM 135.886719 1712986327.2466
MEM 135.886719 1712986327.3470
MEM 135.886719 1712986327.4476
MEM 135.886719 1712986327.5482
MEM 135.886719 1712986327.6488
MEM 135.886719 1712986327.7495
MEM 135.886719 1712986327.8501
MEM 135.886719 1712986327.9505
MEM 135.886719 1712986328.0507
MEM 135.886719 1712986328.1514
MEM 135.886719 1712986328.2521
MEM 135.886719 1712986328.3527
MEM 135.886719 1712986328.4531
MEM 135.886719 1712986328.5539
MEM 135.886719 1712986328.6542
MEM 135.886719 1712986328.7548
MEM 135.886719 1712986328.8551
MEM 135.886719 1712986328.9558
MEM 135.886719 1712986329.0564
MEM 135.886719 1712986329.1569
MEM 135.886719 1712986329.2574
MEM 135.886719 1712986329.3579
MEM 135.886719 1712986329.4587
MEM 135.886719 1712986329.5592
MEM 135.886719 1712986329.6597
MEM 135.886719 1712986329.7604
MEM 135.886719 1712986329.8612
MEM 135.886719 1712986329.9618
MEM 135.886719 1712986330.0623
MEM 135.886719 1712986330.1627
MEM 135.886719 1712986330.2633
MEM 135.886719 1712986330.3638
MEM 135.886719 1712986330.4641
MEM 135.886719 1712986330.5645
MEM 135.886719 1712986330.6649
MEM 135.886719 1712986330.7658
MEM 135.886719 1712986330.8662
MEM 135.886719 1712986330.9669
MEM 135.886719 1712986331.0674
MEM 135.886719 1712986331.1678
MEM 135.886719 1712986331.2681
MEM 135.886719 1712986331.3684
MEM 135.886719 1712986331.4689
MEM 135.886719 1712986331.5692
MEM 135.886719 1712986331.6697
MEM 135.886719 1712986331.7703
MEM 135.886719 1712986331.8708
MEM 135.886719 1712986331.9716
MEM 135.886719 1712986332.0722
MEM 135.886719 1712986332.1728
MEM 135.886719 1712986332.2736
MEM 135.886719 1712986332.3742
MEM 135.886719 1712986332.4749
MEM 135.886719 1712986332.5755
MEM 135.886719 1712986332.6758
MEM 135.886719 1712986332.7761
MEM 135.886719 1712986332.8768
MEM 135.886719 1712986332.9774
MEM 135.886719 1712986333.0781
MEM 135.886719 1712986333.1787
MEM 135.886719 1712986333.2791
MEM 135.886719 1712986333.3795
MEM 135.886719 1712986333.4801
MEM 135.886719 1712986333.5805
MEM 135.886719 1712986333.6811
MEM 135.886719 1712986333.7813
MEM 135.886719 1712986333.8818
MEM 135.886719 1712986333.9824
MEM 135.886719 1712986334.0831
MEM 135.886719 1712986334.1837
MEM 135.886719 1712986334.2843
MEM 135.886719 1712986334.3847
MEM 135.886719 1712986334.4850
MEM 135.886719 1712986334.5858
MEM 135.886719 1712986334.6862
MEM 135.886719 1712986334.7864
MEM 135.886719 1712986334.8872
MEM 135.886719 1712986334.9878
MEM 135.886719 1712986335.0886
MEM 135.886719 1712986335.1890
MEM 135.886719 1712986335.2896
MEM 135.886719 1712986335.3903
MEM 135.886719 1712986335.4908
MEM 135.886719 1712986335.5915
MEM 135.886719 1712986335.6926
MEM 135.886719 1712986335.7933
MEM 135.886719 1712986335.8939
MEM 135.886719 1712986335.9947
MEM 135.886719 1712986336.0950
MEM 135.886719 1712986336.1956
MEM 135.886719 1712986336.2960
MEM 135.886719 1712986336.3966
MEM 135.886719 1712986336.4973
MEM 135.886719 1712986336.5979
MEM 135.886719 1712986336.6984
MEM 135.886719 1712986336.7988
MEM 135.886719 1712986336.8993
MEM 135.886719 1712986336.9998
MEM 135.886719 1712986337.1002
MEM 135.886719 1712986337.2009
MEM 135.886719 1712986337.3017
MEM 135.886719 1712986337.4023
MEM 135.886719 1712986337.5031
MEM 135.886719 1712986337.6033
MEM 135.886719 1712986337.7037
MEM 135.886719 1712986337.8045
MEM 135.886719 1712986337.9053
MEM 135.886719 1712986338.0059
MEM 135.886719 1712986338.1066
MEM 135.886719 1712986338.2072
MEM 135.886719 1712986338.3080
MEM 135.886719 1712986338.4089
MEM 135.949219 1712986338.5095
MEM 135.949219 1712986338.6109
MEM 135.949219 1712986338.7118
MEM 135.949219 1712986338.8122
MEM 135.949219 1712986338.9126
MEM 135.949219 1712986339.0133
MEM 135.949219 1712986339.1140
MEM 135.949219 1712986339.2148
MEM 135.949219 1712986339.3156
MEM 135.949219 1712986339.4161
MEM 135.949219 1712986339.5165
MEM 135.949219 1712986339.6173
MEM 135.949219 1712986339.7177
MEM 135.949219 1712986339.8180
MEM 135.949219 1712986339.9189
MEM 135.949219 1712986340.0192
MEM 135.949219 1712986340.1198
MEM 135.949219 1712986340.2205
MEM 135.949219 1712986340.3207
MEM 135.949219 1712986340.4212
MEM 135.949219 1712986340.5217
MEM 135.949219 1712986340.6221
MEM 135.949219 1712986340.7229
MEM 135.949219 1712986340.8236
MEM 135.949219 1712986340.9243
MEM 135.949219 1712986341.0248
MEM 135.949219 1712986341.1252
MEM 135.949219 1712986341.2258
MEM 135.949219 1712986341.3264
MEM 135.949219 1712986341.4272
MEM 135.949219 1712986341.5277
MEM 135.949219 1712986341.6282
MEM 135.949219 1712986341.7288
MEM 135.949219 1712986341.8294
MEM 135.949219 1712986341.9301
MEM 135.949219 1712986342.0305
MEM 135.949219 1712986342.1310
MEM 135.949219 1712986342.2318
MEM 135.949219 1712986342.3322
MEM 135.949219 1712986342.4327
MEM 135.949219 1712986342.5335
MEM 135.949219 1712986342.6338
MEM 135.949219 1712986342.7345
MEM 135.949219 1712986342.8349
MEM 135.949219 1712986342.9353
MEM 135.949219 1712986343.0360
MEM 135.949219 1712986343.1368
MEM 135.949219 1712986343.2373
MEM 135.949219 1712986343.3377
MEM 135.949219 1712986343.4383
MEM 135.949219 1712986343.5386
MEM 135.949219 1712986343.6395
MEM 135.949219 1712986343.7402
MEM 135.949219 1712986343.8405
MEM 135.949219 1712986343.9408
MEM 135.949219 1712986344.0416
MEM 135.949219 1712986344.1423
MEM 135.949219 1712986344.2426
MEM 135.949219 1712986344.3434
MEM 135.949219 1712986344.4437
MEM 135.949219 1712986344.5442
MEM 135.949219 1712986344.6447
MEM 135.949219 1712986344.7450
MEM 135.949219 1712986344.8456
MEM 135.949219 1712986344.9463
MEM 135.949219 1712986345.0467
MEM 135.949219 1712986345.1472
MEM 135.949219 1712986345.2477
MEM 135.949219 1712986345.3485
MEM 135.949219 1712986345.4488
MEM 135.949219 1712986345.5495
MEM 135.949219 1712986345.6504
MEM 135.949219 1712986345.7509
MEM 135.949219 1712986345.8517
MEM 135.949219 1712986345.9523
MEM 135.949219 1712986346.0528
MEM 135.949219 1712986346.1535
MEM 135.949219 1712986346.2542
MEM 135.949219 1712986346.3547
MEM 135.949219 1712986346.4549
MEM 135.949219 1712986346.5554
MEM 135.949219 1712986346.6564
MEM 135.949219 1712986346.7572
MEM 135.949219 1712986346.8581
MEM 135.949219 1712986346.9589
MEM 135.949219 1712986347.0594
MEM 135.949219 1712986347.1596
MEM 135.949219 1712986347.2602
MEM 135.949219 1712986347.3607
MEM 135.949219 1712986347.4615
MEM 135.949219 1712986347.5619
MEM 135.949219 1712986347.6626
MEM 135.949219 1712986347.7633
MEM 135.949219 1712986347.8638
MEM 135.949219 1712986347.9643
MEM 135.949219 1712986348.0652
MEM 135.949219 1712986348.1657
MEM 135.949219 1712986348.2662
MEM 135.949219 1712986348.3666
MEM 135.949219 1712986348.4670
MEM 135.949219 1712986348.5674
MEM 135.949219 1712986348.6676
MEM 135.949219 1712986348.7683
MEM 135.949219 1712986348.8688
MEM 135.949219 1712986348.9693
MEM 135.949219 1712986349.0697
MEM 135.949219 1712986349.1703
MEM 135.949219 1712986349.2705
MEM 135.949219 1712986349.3713
MEM 135.949219 1712986349.4717
MEM 135.949219 1712986349.5723
MEM 135.949219 1712986349.6726
MEM 135.949219 1712986349.7733
MEM 135.949219 1712986349.8737
MEM 135.949219 1712986349.9740
MEM 135.949219 1712986350.0743
MEM 135.949219 1712986350.1747
MEM 135.949219 1712986350.2755
MEM 135.949219 1712986350.3760
MEM 135.949219 1712986350.4762
MEM 135.949219 1712986350.5766
MEM 135.949219 1712986350.6772
MEM 135.949219 1712986350.7778
MEM 135.949219 1712986350.8782
MEM 135.949219 1712986350.9791
MEM 135.949219 1712986351.0798
MEM 135.949219 1712986351.1803
MEM 135.949219 1712986351.2815
MEM 135.949219 1712986351.3819
MEM 135.949219 1712986351.4824
MEM 135.949219 1712986351.5832
MEM 135.949219 1712986351.6836
MEM 135.949219 1712986351.7842
MEM 135.949219 1712986351.8849
MEM 135.949219 1712986351.9858
MEM 135.949219 1712986352.0863
MEM 135.949219 1712986352.1868
MEM 135.949219 1712986352.2874
MEM 135.949219 1712986352.3881
MEM 135.949219 1712986352.4888
MEM 135.949219 1712986352.5892
MEM 135.949219 1712986352.6894
MEM 135.949219 1712986352.7901
MEM 135.949219 1712986352.8907
MEM 135.949219 1712986352.9910
MEM 135.949219 1712986353.0913
MEM 135.949219 1712986353.1921
MEM 135.949219 1712986353.2923
MEM 135.949219 1712986353.3931
MEM 135.949219 1712986353.4938
MEM 135.949219 1712986353.5943
MEM 135.949219 1712986353.6951
MEM 135.949219 1712986353.7955
MEM 135.949219 1712986353.8961
MEM 135.949219 1712986353.9968
MEM 135.949219 1712986354.0975
MEM 135.949219 1712986354.1980
MEM 135.949219 1712986354.2985
MEM 135.949219 1712986354.3993
MEM 135.949219 1712986354.4996
MEM 135.949219 1712986354.6001
MEM 135.949219 1712986354.7004
MEM 135.949219 1712986354.8007
MEM 135.949219 1712986354.9013
MEM 135.949219 1712986355.0018
MEM 135.949219 1712986355.1022
MEM 135.949219 1712986355.2028
MEM 135.949219 1712986355.3030
MEM 135.949219 1712986355.4032
MEM 135.949219 1712986355.5038
MEM 135.949219 1712986355.6045
MEM 135.949219 1712986355.7053
MEM 135.949219 1712986355.8057
MEM 135.949219 1712986355.9065
MEM 135.949219 1712986356.0067
MEM 135.949219 1712986356.1076
MEM 135.949219 1712986356.2083
MEM 135.949219 1712986356.3087
MEM 135.949219 1712986356.4091
MEM 135.949219 1712986356.5099
MEM 135.949219 1712986356.6104
MEM 135.949219 1712986356.7111
MEM 135.949219 1712986356.8114
MEM 135.949219 1712986356.9117
MEM 135.949219 1712986357.0121
MEM 135.949219 1712986357.1127
MEM 135.949219 1712986357.2135
MEM 135.949219 1712986357.3143
MEM 135.949219 1712986357.4151
MEM 135.949219 1712986357.5160
MEM 135.949219 1712986357.6164
MEM 135.949219 1712986357.7171
MEM 135.949219 1712986357.8179
MEM 135.949219 1712986357.9184
MEM 135.949219 1712986358.0189
MEM 135.949219 1712986358.1196
MEM 135.949219 1712986358.2203
MEM 135.949219 1712986358.3211
MEM 135.949219 1712986358.4215
MEM 135.949219 1712986358.5219
MEM 135.949219 1712986358.6226
MEM 135.949219 1712986358.7232
MEM 135.949219 1712986358.8238
MEM 135.949219 1712986358.9241
MEM 135.949219 1712986359.0247
MEM 135.949219 1712986359.1254
MEM 135.949219 1712986359.2256
MEM 135.949219 1712986359.3262
MEM 135.949219 1712986359.4265
MEM 135.949219 1712986359.5269
MEM 135.949219 1712986359.6277
MEM 135.949219 1712986359.7284
MEM 135.949219 1712986359.8291
MEM 135.949219 1712986359.9294
MEM 135.949219 1712986360.0301
MEM 135.949219 1712986360.1315
MEM 135.949219 1712986360.2317
MEM 135.949219 1712986360.3321
MEM 135.949219 1712986360.4324
MEM 135.949219 1712986360.5328
MEM 135.949219 1712986360.6334
MEM 135.949219 1712986360.7341
MEM 135.949219 1712986360.8348
MEM 135.949219 1712986360.9355
MEM 135.949219 1712986361.0358
MEM 135.949219 1712986361.1364
MEM 135.949219 1712986361.2366
MEM 135.949219 1712986361.3371
MEM 135.949219 1712986361.4376
MEM 135.949219 1712986361.5382
MEM 135.949219 1712986361.6387
MEM 135.949219 1712986361.7392
MEM 135.949219 1712986361.8401
MEM 135.949219 1712986361.9405
MEM 135.949219 1712986362.0408
MEM 135.949219 1712986362.1413
MEM 135.949219 1712986362.2417
MEM 135.949219 1712986362.3422
MEM 135.949219 1712986362.4429
MEM 135.949219 1712986362.5432
MEM 135.949219 1712986362.6436
MEM 135.949219 1712986362.7443
MEM 135.949219 1712986362.8456
MEM 135.949219 1712986362.9463
MEM 135.949219 1712986363.0469
MEM 135.949219 1712986363.1476
MEM 135.949219 1712986363.2481
MEM 135.949219 1712986363.3490
MEM 135.949219 1712986363.4497
MEM 135.949219 1712986363.5504
MEM 135.949219 1712986363.6511
MEM 135.949219 1712986363.7514
MEM 135.949219 1712986363.8519
MEM 135.949219 1712986363.9525
MEM 135.949219 1712986364.0530
MEM 135.949219 1712986364.1536
MEM 135.949219 1712986364.2543
MEM 135.949219 1712986364.3550
MEM 135.949219 1712986364.4557
MEM 135.949219 1712986364.5561
MEM 135.949219 1712986364.6569
MEM 135.949219 1712986364.7573
MEM 135.949219 1712986364.8579
MEM 135.949219 1712986364.9584
MEM 135.949219 1712986365.0591
MEM 135.949219 1712986365.1596
MEM 135.949219 1712986365.2602
MEM 135.949219 1712986365.3605
MEM 135.949219 1712986365.4611
MEM 135.949219 1712986365.5615
MEM 135.949219 1712986365.6622
MEM 135.949219 1712986365.7625
MEM 135.949219 1712986365.8629
MEM 135.949219 1712986365.9636
MEM 135.949219 1712986366.0644
MEM 135.949219 1712986366.1651
MEM 135.949219 1712986366.2657
MEM 135.949219 1712986366.3664
MEM 135.949219 1712986366.4669
MEM 135.949219 1712986366.5674
MEM 135.949219 1712986366.6680
MEM 135.949219 1712986366.7685
MEM 135.949219 1712986366.8688
MEM 135.949219 1712986366.9692
MEM 135.949219 1712986367.0696
MEM 135.949219 1712986367.1699
MEM 135.949219 1712986367.2706
MEM 135.949219 1712986367.3712
MEM 135.949219 1712986367.4718
MEM 135.949219 1712986367.5721
MEM 135.949219 1712986367.6729
MEM 135.949219 1712986367.7736
MEM 135.949219 1712986367.8744
MEM 135.949219 1712986367.9747
MEM 135.949219 1712986368.0751
MEM 135.949219 1712986368.1755
MEM 135.949219 1712986368.2758
MEM 135.949219 1712986368.3764
MEM 135.949219 1712986368.4769
MEM 135.949219 1712986368.5775
MEM 135.949219 1712986368.6781
MEM 135.949219 1712986368.7786
MEM 135.949219 1712986368.8792
MEM 135.949219 1712986368.9798
MEM 135.949219 1712986369.0805
MEM 135.949219 1712986369.1812
MEM 135.949219 1712986369.2817
MEM 135.949219 1712986369.3824
MEM 135.949219 1712986369.4828
MEM 135.949219 1712986369.5837
MEM 135.949219 1712986369.6842
MEM 135.949219 1712986369.7846
MEM 135.949219 1712986369.8854
MEM 135.949219 1712986369.9859
MEM 135.949219 1712986370.0866
MEM 135.949219 1712986370.1871
MEM 135.949219 1712986370.2880
MEM 135.949219 1712986370.3889
MEM 135.949219 1712986370.4898
MEM 135.949219 1712986370.5902
MEM 135.949219 1712986370.6909
MEM 135.949219 1712986370.7913
MEM 135.949219 1712986370.8919
MEM 135.949219 1712986370.9923
MEM 135.949219 1712986371.0928
MEM 135.949219 1712986371.1934
MEM 135.949219 1712986371.2937
MEM 135.949219 1712986371.3941
MEM 135.949219 1712986371.4945
MEM 135.949219 1712986371.5950
MEM 135.949219 1712986371.6955
MEM 135.949219 1712986371.7960
MEM 135.949219 1712986371.8966
MEM 135.949219 1712986371.9972
MEM 135.949219 1712986372.0976
MEM 135.949219 1712986372.1981
MEM 135.949219 1712986372.2987
MEM 135.949219 1712986372.3996
MEM 135.949219 1712986372.5001
MEM 135.949219 1712986372.6005
MEM 135.949219 1712986372.7008
MEM 135.949219 1712986372.8014
MEM 135.949219 1712986372.9018
MEM 135.949219 1712986373.0025
MEM 135.949219 1712986373.1033
MEM 135.949219 1712986373.2040
MEM 135.949219 1712986373.3044
MEM 135.949219 1712986373.4047
MEM 135.949219 1712986373.5054
MEM 135.949219 1712986373.6064
MEM 135.949219 1712986373.7068
MEM 135.949219 1712986373.8077
MEM 135.949219 1712986373.9082
MEM 135.949219 1712986374.0084
MEM 135.949219 1712986374.1089
MEM 135.949219 1712986374.2096
MEM 135.949219 1712986374.3101
MEM 135.949219 1712986374.4105
MEM 135.949219 1712986374.5113
MEM 135.949219 1712986374.6119
MEM 135.949219 1712986374.7125
MEM 136.011719 1712986374.8130
MEM 136.011719 1712986374.9135
MEM 136.011719 1712986375.0140
MEM 136.011719 1712986375.1148
MEM 136.011719 1712986375.2154
MEM 136.011719 1712986375.3159
MEM 136.011719 1712986375.4163
MEM 136.011719 1712986375.5169
MEM 136.011719 1712986375.6174
MEM 136.011719 1712986375.7180
MEM 136.011719 1712986375.8185
MEM 136.011719 1712986375.9192
MEM 136.011719 1712986376.0197
MEM 136.011719 1712986376.1203
MEM 136.011719 1712986376.2206
MEM 136.011719 1712986376.3212
MEM 136.011719 1712986376.4219
MEM 136.011719 1712986376.5226
MEM 136.011719 1712986376.6231
MEM 136.011719 1712986376.7239
MEM 136.011719 1712986376.8245
MEM 136.011719 1712986376.9251
MEM 136.011719 1712986377.0257
MEM 136.011719 1712986377.1261
MEM 136.011719 1712986377.2268
MEM 136.011719 1712986377.3272
MEM 136.011719 1712986377.4277
MEM 136.011719 1712986377.5284
MEM 136.011719 1712986377.6290
MEM 136.011719 1712986377.7299
MEM 136.011719 1712986377.8304
MEM 136.011719 1712986377.9309
MEM 136.011719 1712986378.0316
MEM 136.011719 1712986378.1319
MEM 136.011719 1712986378.2325
MEM 136.011719 1712986378.3331
MEM 136.011719 1712986378.4337
MEM 136.011719 1712986378.5340
MEM 136.011719 1712986378.6344
MEM 136.011719 1712986378.7347
MEM 136.011719 1712986378.8353
MEM 136.011719 1712986378.9356
MEM 136.011719 1712986379.0364
MEM 136.011719 1712986379.1367
MEM 136.011719 1712986379.2371
MEM 136.011719 1712986379.3377
MEM 136.011719 1712986379.4379
MEM 136.011719 1712986379.5383
MEM 136.011719 1712986379.6392
MEM 136.011719 1712986379.7398
MEM 136.011719 1712986379.8406
MEM 136.011719 1712986379.9412
MEM 136.011719 1712986380.0415
MEM 136.011719 1712986380.1421
